msa,Auto + Scale,Transit Propensity,Density,Sustainable Transit,Warm Weather,Remote + Active,Network Connectivity,Network Sprawl,Cluster
"Fayetteville-Springdale-Rogers, AR",0.18223105280357962,-0.18227869199062494,0.1751895122665291,-0.2639941850578611,-0.02849272905428708,-0.7715798386340949,-0.9637151393102228,-0.10300194276183088,3
"Flagstaff, AZ",0.4765589532495428,-0.3313485106651366,-1.3834601046147657,-0.27018032218758664,0.3047700355924588,1.7399748077530308,-1.1757847034238895,5.859771929275994,1
"Flint, MI",-0.8306765652186188,0.10495768532610449,1.8315674657500827,0.36136125031112454,-0.922998404038923,-0.8871254806815198,0.7935949185641297,-0.5670220368244561,7
"Florence, SC",-0.3007091911694098,0.04731173011991665,0.3063247333428905,-0.10829646765774771,0.8498803547017021,-1.2663078128790441,-0.7682699362829158,0.3179349873850096,3
"Florence-Muscle Shoals, AL",-0.3401266431885453,0.07410322815771098,-0.10422661480132239,-0.06101192534928252,0.42103490257811493,-1.1930574638501084,-0.307972182728257,-0.3744730735713964,5
"Fond du Lac, WI",-0.45848229992787515,0.07564291734444137,-0.27190883309616964,0.02344735625696325,-1.0900367439736967,-0.5556799969843251,0.19901353410543723,0.2683557431582368,5
"Fort Collins, CO",-0.3272669905590396,-0.1164206880188665,-0.8286761290029474,0.0024457345628487105,-1.4003130374277786,1.8819679527615747,-0.1952644755090163,-1.6762190365182281,1
"Fort Smith, AR-OK",0.0006634334458491274,-0.02878282944888117,-0.3671540179131186,-0.17054235393760267,0.3324343580526922,-1.2451061424204213,-0.5415327524442586,0.31039253573182085,3
"Fort Wayne, IN",-0.4552007939226074,0.011179245233200198,1.0594384705897342,-0.04133764463039055,-0.8113168041736687,-0.8497324237201864,0.12108267116725492,-0.49447479219593055,5
"Fresno, CA",0.49131848770075254,-0.22326648083340797,-1.0073778843003796,0.09771702783259516,-0.12226996697926047,-0.34930012644297553,0.885259897289532,-0.9199899025182753,4
"Gadsden, AL",-0.6360501409720131,0.15554382324129323,0.6940689783544253,0.022600042873795856,0.49800295666045624,-1.6187009000404036,-0.05560687048945115,0.0440693696358503,5
"Gainesville, FL",-0.1241039585469619,-0.08020813431287493,-0.3565687371166097,-0.26522387171901024,1.9147048033211833,0.8324717351791737,-0.11090447720564584,0.3012032940189828,3
"Gainesville, GA",-0.8613364244983884,0.14497707929637454,1.5458210555830119,0.07757079607784886,0.35489850082345914,-0.8104459956086583,-1.7909109871152031,0.3033912392752323,5
"Gettysburg, PA",-0.6126889487632913,0.08966263858387488,0.2984102976904452,0.04436766426011179,-0.26986524669444395,-0.3357840365647479,-0.0697151628571329,0.9805737739464188,5
"Glens Falls, NY",-0.2527016785912884,0.046749746264025185,-0.7257299538116633,-0.02464154613790482,-1.126808503832691,-0.3419718924712913,-0.907967430292402,0.5378018688973305,1
"Goldsboro, NC",-0.6216676209948155,0.18369036734182345,0.34810772750585867,0.04734789471349646,0.5700544456480906,-1.3106908477670836,-0.6844065978112609,-0.021187380795929366,5
"Grand Forks, ND-MN",0.2695521856767272,-0.22847600545075095,-0.8443761044952266,-0.17327905754021258,-1.5411285898592804,-0.1085605525188416,2.4010374663584075,4.5362435783704305,1
"Grand Island, NE",-0.1250236042491403,-0.02326953834268486,-0.6881978177868965,-0.06712751769081515,-0.5456278204652739,-1.017299089710017,2.476849106710099,1.5895570241121881,3
"Grand Junction, CO",-0.321328432176424,0.009248387414891574,-1.377640464027049,-0.031663367702951896,-0.7247345561601863,1.0071220864602084,-0.6432816561277575,-0.8666771021413967,1
"Grand Rapids-Kentwood, MI",0.39521826014704037,-0.2443260938684398,0.6437656968939203,-0.09234882489825438,-1.126164326632549,-0.5382186903502303,-0.07659491829679835,-0.10317292580120214,3
"Grants Pass, OR",-0.41470357799041113,0.12062211252181233,-1.236519658346747,0.08547772053534414,-0.3217121094524262,0.6877133790523229,-2.0627405652454387,0.9740331114554575,1
"Great Falls, MT",-0.1515167151463964,0.013804670488669426,-1.3524612757643453,0.003078205755553456,-1.3358982164859041,-0.025392958832817503,0.7606506211851847,1.2873530943995126,1
"Green Bay, WI",-0.08947742396810039,-0.08740843312514186,-0.07840271669089978,-0.12956106668776646,-1.3480812627709786,-0.5878801900013795,0.16014826901899054,0.0886462599632194,3
"Greensboro-High Point, NC",0.01042403978831082,-0.12329678939119462,1.104639926582733,0.12080893451581837,0.09466800143594925,-0.8223303870665858,-1.1632282234784084,0.28024957301879755,3
"Greenville, NC",-0.6722694896273597,0.1344695101457662,0.3343238194282167,0.022227105213770082,0.6815439856169311,-0.23828774839691372,-0.6556781509309819,-0.27926913642993473,5
"Greenville-Anderson, SC",0.3391934448091283,-0.3615224306303378,1.0452043861444529,0.3979140172665596,0.19223824376205367,-1.257797314147651,-0.9478923837901422,0.1941937658679319,4
"Gulfport-Biloxi, MS",0.10850406663095642,-0.09442434685050238,-0.34239811065330295,-0.25593146927482535,1.2660209466754762,-0.7513149381378352,-0.6495953930956119,-0.7148968314847176,3
"Hagerstown-Martinsburg, MD-WV",-0.4730203418865059,0.05656646748197097,0.5521660883610569,-0.013015641290133904,-0.2892890444821511,-0.5384267155159629,-1.4464656778898541,0.10783909398211018,5
"Hanford-Corcoran, CA",-0.4097906046174409,0.14194493866311214,-0.6149912530296543,0.18702172029265762,1.2158368287945354,0.21494757986963334,0.9006087426429558,1.5507214219816499,1
"Harrisburg-Carlisle, PA",-0.21980881515791245,-0.052976740030440755,0.8062104944924025,-0.1553088132100689,-0.4464084188348285,0.2509098401198562,0.3684409338508777,-0.24737739259813551,3
"Hartford-East Hartford-Middletown, CT",-0.04970597386917383,-0.11885231914446714,1.9914888501227332,-0.13847400121848094,-0.7568546609936251,0.16097786372878112,-0.11841892523415037,0.2103618075789894,3
"Hattiesburg, MS",-0.17968873656627565,0.019506871264218528,-0.3431245948574469,-0.14839223120146636,1.1860164135124007,-0.8030240936413636,-0.5609659460438251,0.4861001497547991,3
"Hickory-Lenoir-Morganton, NC",-0.16273160792294092,0.0029272087566617213,0.5779161148850384,-0.10143108890699469,0.0007463051987169444,-1.3492646639343115,-2.2141852215854247,-0.010286820923518064,3
"Hilton Head Island-Bluffton, SC",-0.4014271579126694,0.01571968154334476,-0.266361980059429,-0.11488991258300886,1.3303158402924191,0.28489035061861673,-0.7807749249571594,-0.690113629015515,3
"Hinesville, GA",-0.42597609518838747,0.1235940066136075,-0.3924761879984531,-0.020020088250985793,1.532938073841363,-0.4820968561764431,-0.8931205085070525,1.3148422674088989,3
"Homosassa Springs, FL",-0.6802323490159465,-0.012702685125106134,1.114351564891798,-0.13914662192062802,2.0824128896282743,0.02644514068013116,0.48766252864717113,-0.09043608495874521,7
"Hot Springs, AR",-0.6289185959118182,0.12370920134231632,0.5804640264016857,-0.014934719396914901,0.39816535086094745,-0.9554503631380703,-0.9496172734827069,-0.30038937472972665,5
"Houston-The Woodlands-Sugar Land, TX",6.044011338841522,-1.4836929329942983,0.5415271812711446,-1.2212098237690905,0.8184041524969006,0.12694463708676604,0.296880411158093,0.14852489216956477,4
"Huntington-Ashland, WV-KY-OH",0.07738753248005666,-0.05001932341033922,-0.05518426871999634,-0.19554382910113793,-0.24135309752007464,-1.2778731489295974,-1.7565086481492136,0.14138557257537693,3
"Huntsville, AL",-0.264452314220384,-0.08313768141206457,1.2799630606681218,-0.1423837393739948,0.28449410233218614,-0.7676102323104339,-1.2234054739139888,-0.6737635252197932,3
"Idaho Falls, ID",-0.0056307661687906635,-0.07717516395479895,-1.3888978400911614,-0.11150103574940337,-1.506528859011641,0.38439631777019734,-0.1715655445068607,0.6229255910345359,3
"Indianapolis-Carmel-Anderson, IN",0.8901322761073803,-0.7484266879143072,0.9915801351148635,2.3997374131606897,-1.0817560486529592,-1.1727716938509725,-0.5361397745860806,-0.2998187382140797,4
"Iowa City, IA",-0.5445735142732034,-0.012241654818577441,-0.23731021835121044,-0.0685248941570032,-0.5212206751575226,1.8799396625472788,0.6068905386188137,0.8396419936767004,1
