msa,Node count,Edge count,Degree average,Edge length total (km),Edge length average (km),Streets per node average,Intersection count,Street length total (km),Street segment count,Street length average (km),Circuity average,Self-loop proportion,Node density (per sq km),Intersection density (per sq km),Edge density (km/sq km),Street density (km/sq km),Building area (sq km),Area (sq km),Carbon Dioxide (Ton),Methane (Ton),Nitrous Oxide (Ton),"    Car, truck, or van:",    Public transportation (excluding taxicab):,    Bicycle,    Walked,"    Taxicab, motorcycle, or other means",    Worked from home,Median Income,Employment Rate,Unemployment Rate,    Total population,Total housing units
"Cedar Rapids, IA",14163,38954,5.5008119748640825,15512.251311999964,0.3982197287056519,2.8830050130622045,11677,8088.96218,20346,397.5701454831417,1.0414299434985197,0.0067335102722893,2.710385106714321,2.2346372160632018,2.9685924541166697,1.5479914298840225,14.45945952774668,5225.456694295805,544724.6091789304,51.530770718173336,8.604513237166667,89.74783467504139,0.3346572782629085,0.3517098784291713,1.9546542940578795,0.7368144321839407,6.874329442024712,"66,620",0.6609999999999999,0.038,"271,734","118,199"
"Champaign-Urbana, IL",10905,31189,5.720128381476387,12025.52401599993,0.3855693999807602,2.981292984869326,9329,6257.4146349999855,16189,386.5226162826602,1.0277261998607947,0.0198282784606831,2.927356411998085,2.5042923399844232,3.2281517501948054,1.6797508348737151,10.81752157947859,3725.2040630599968,690517.3866182155,46.449710907988496,8.452762272705,78.96715509178603,4.986337545159456,2.0438665664142017,7.120981496084652,0.9637073850611602,5.917951915494508,"54,897",0.591,0.047,"226,418","101,114"
"Charleston, WV",19782,45587,4.608937417854615,17886.359721999725,0.3923565867900876,2.399454049135578,12998,9318.266830000011,23627,394.3906052397686,1.1688510431915955,0.0061793710585347,2.8643097295609894,1.8820290094446332,2.5898328873800223,1.3492266880909147,13.04791450942498,6906.376009493908,362691.74990229995,28.547796533989242,4.42498895474,89.91826402844335,1.779641366517236,0.0859870149945895,2.953509043128768,0.7101174833822848,4.552481063533777,"46,099",0.489,0.061,"260,920","131,549"
"Charleston-North Charleston, SC",43999,105673,4.803427350621605,25334.05170300016,0.23974006324226765,2.5582854155776267,32118,13318.320744999995,56448,235.9396390483276,1.0845311668451778,0.0108949829931972,5.583251257241904,4.075612261189924,3.214763426937136,1.6900277516278135,29.0475608186785,7880.533755834457,1628729.3703416067,145.89844972183332,23.65037014556667,88.52965044015984,0.7840186541483909,0.5636819344434058,2.003061088227137,1.1689659068730676,6.950621976148165,"65,894",0.605,0.042,"790,955","339,240"
"Charlottesville, VA",13047,29496,4.521499195217292,11219.546868999816,0.3803751989761261,2.3999386832221967,8629,5836.539310999981,15628,373.4668102764257,1.1289379250294902,0.0161249040184284,3.0361801446552565,2.0080630388771525,2.610911737233563,1.35822677776945,5.652871172725456,4297.175852021594,254615.84567006,20.711231115462,4.489879301688,79.72475249390067,2.701607965410375,0.9862564643600638,4.525287540387532,1.3602238152205652,10.701871720720806,"75,176",0.598,0.035,"217,455","96,622"
"Chattanooga, TN-GA",33250,80732,4.85606015037594,21448.34620300031,0.2656734157830886,2.510827067669173,23525,11179.346882000154,41691,268.1477268954967,1.1142391748631677,0.009402508934782,5.97871891086425,4.230056011370872,3.856650618064403,2.0101706049481383,41.29371206117299,5561.392080095896,685844.5767690877,46.159997153232666,9.938252818532833,90.3634787633632,0.6841953192718867,0.1279013772512761,1.6253491283829338,0.8244245401136474,6.374650871617066,"54,425",0.581,0.047,"561,055","248,977"
"Cheyenne, WY",6626,18189,5.490190159975853,8465.060044000025,0.46539447160371794,2.8892242680350138,5492,4472.443615999992,9546,468.5149398701018,1.0726485579773153,0.0026188979677351,0.9535182137226864,0.7903293132757311,1.2181691717793828,0.643609485014148,4.947734084638125,6949.002027062539,1129715.07252752,77.5699581079,15.8775303402,91.8099336269714,0.1786185479123957,0.2658980656423164,1.5892991251750663,0.8930927395619787,5.263157894736842,"69,369",0.6,0.049,"99,272","43,841"
"Charlotte-Concord-Gastonia, NC-SC",129839,307364,4.734540469350503,72915.0664159995,0.2372270871539917,2.519535732715132,91507,38486.16903800027,163720,235.07310675543775,1.0739433591608556,0.0079403860249205,8.783879885811132,6.190639921063157,4.932856732292152,2.603669822586571,160.87794872460876,14781.509047013824,1348198.8167770703,108.71350862338508,21.796606151109764,86.59660579119048,1.4331417357269711,0.0828410157860334,1.3735777130236737,1.115179577691079,9.398654166581762,"65,725",0.634,0.051,"2,595,027","1,062,398"
"Chico, CA",13425,32244,4.803575418994414,10575.26123300008,0.3279760958007716,2.4764245810055865,9020,5410.18761600004,16600,325.91491662650844,1.1453268899918907,0.0043975903614457,3.092410983615219,2.0777316254904488,2.4359816753467167,1.246221497738366,7.338830056155094,4341.272900377991,1177009.4571366,39.2708038999,16.4939069122,84.99617056621685,1.0895008791516996,2.148797773534837,2.921156812616636,1.2987713450481646,7.54560262343182,"54,972",0.523,0.074,"223,344","93,968"
"Cincinnati, OH-KY-IN",79943,190256,4.759791351337828,51731.28706799957,0.2719035776427528,2.524361107288944,55840,27295.976974000067,101209,269.6991075299634,1.0774668454764966,0.0091592644922882,6.660834128794059,4.652577183141242,4.310240076416626,2.274295122864997,142.47899459492942,12001.950274428113,785483.4437495925,68.9340248476117,11.414909689713125,88.5624801885999,1.604596337236006,0.15220700152207,1.8957950389943805,0.8296067107854417,6.955314722862194,"66,435",0.628,0.046,"2,214,265","946,325"
"Clarksville, TN-KY",17867,44029,4.928527452846029,16351.882206999711,0.37138890747007003,2.55868360664913,13006,8510.266797000024,22809,373.1100353807718,1.098384505932832,0.0087246262440264,3.078206050545328,2.2407313982981214,2.8171748333458893,1.4661865308266906,5.439656461524104,5804.354778925447,489389.96242911357,34.861983316083,6.884824591075,91.9548595847716,0.6154200926733302,0.0835933615340823,2.777317373727183,1.2142656395252474,3.354543947768561,"54,911",0.52,0.064,"304,584","127,557"
"Cleveland, TN",7410,18105,4.886639676113361,6093.387561999955,0.3365582746202681,2.5473684210526315,5379,3153.1721869999865,9395,335.6223722192641,1.129790839159883,0.0077700904736562,3.696985466640782,2.683682162626285,3.0401032738628264,1.5731756746497816,4.20652208558856,2004.335712667272,435397.903251989,34.0927242478,7.60913652175,93.66150541483934,0.1324621856260628,0.1861630716906829,1.6038664637966529,0.8556341179629464,3.5603687460843103,"51,015",0.5710000000000001,0.055,"123,731","53,225"
"Chicago-Naperville-Elgin, IL-IN-WI",264614,704691,5.326180776527319,131327.43960599776,0.1863617381320292,2.892110772672648,218762,71755.04228499983,383224,187.2404710691393,1.058542230351346,0.0127053629209026,10.667107244415948,8.818723555831973,5.2940656292249715,2.8925859228222786,334.47668850830496,24806.537886690978,2907029.672379157,281.2324437390963,44.03233151459764,76.05675014340066,11.297802908401884,0.6311348095187967,2.8507838162409045,1.3361934695227926,7.827334852914953,"74,621",0.626,0.062,"9,478,801","3,856,019"
"Cleveland-Elyria, OH",56679,149681,5.281709275040138,34623.03371899912,0.23131214862941263,2.7743079447414387,46048,18464.610529999805,78691,234.6470438804921,1.0586413812359594,0.0227853248783215,5.505988189681926,4.473257187996848,3.363397638415784,1.793714206412524,57.85508304155945,10294.064943004223,2350188.090932103,207.19861390551895,29.14934514592,87.1814439570512,2.782506219719785,0.2700667801492732,2.1237069529920127,1.059705218017546,6.5825708720701845,"57,263",0.595,0.061,"2,053,137","963,209"
"Coeur d'Alene, ID",10319,26047,5.048357398972769,9557.349552999967,0.3669270761699992,2.6633394708789613,7775,4971.967374999981,13715,362.520406489244,1.2158810146339367,0.0051768137076193,3.025890878733579,2.279901306536833,2.802548390085381,1.4579543298162012,2.2973864075276174,3410.235336813862,1166913.8376416499,113.1082245243,22.0107923171,88.75127179000204,0.2984467204775147,0.4653055687444889,1.4840941463745507,0.7284813131655701,8.27240046123584,"60,903",0.583,0.04,"161,676","72,799"
"Colorado Springs, CO",37008,91141,4.9254755728491135,20661.30654499991,0.22669607031961364,2.67960981409425,28150,11026.795962000017,49654,222.07266206146568,1.1001536295319323,0.0076529584726306,5.317528875457404,4.044758912779018,2.968739033660669,1.5843954261703466,35.79102936606159,6959.623702432014,1629265.921910047,161.9193043593135,31.564236932631502,85.38501589389456,0.669187767181848,0.3639153787131426,3.3774525923490084,0.9673353063685192,9.237093061492931,"71,171",0.588,0.059,"735,480","289,808"
"College Station-Bryan, TX",15470,38345,4.957336780866193,12708.179944999856,0.33141687169122064,2.6641241111829346,11613,6708.741131000005,20592,325.7935669677547,1.0759424076526756,0.0046134421134421,2.7929926655877555,2.096640195570175,2.294366734282741,1.2112129782941123,6.270639150771733,5538.861662833799,547052.31467706,31.935013634533334,6.441819061333334,88.76137550043981,1.3736918688292792,1.377802257425417,1.8628281117696863,1.1599516618301096,5.464350599705696,"51,261",0.5820000000000001,0.046,"261,701","110,036"
"Columbia, MO",13860,34171,4.930880230880231,12692.942315000097,0.37145363948962845,2.574603174603175,10133,6554.215299000012,17795,368.3178026973876,1.0860436262836657,0.0087665074459117,3.094361063664004,2.262277103759549,2.8338056625447003,1.4632834505120178,5.40129067098143,4479.115305176605,524605.9086857407,35.43745514453167,6.4480323326,87.73718197938496,0.7083455816114625,0.8031709606759153,4.091715106631138,0.7728268393752904,5.88675953232123,"57,980",0.632,0.036,"207,248","90,461"
"Columbus, GA-AL",20876,52155,4.996646867215942,17559.227326000055,0.33667390137091463,2.6362808967235103,15725,9247.18559799999,27444,336.94744199096306,1.0831836091352125,0.0058300539279988,2.8627220494636543,2.156366364620424,2.407893621272517,1.2680648642880494,15.593812065599826,7292.360082220076,300984.7804043764,22.736773179324427,4.805249274380301,88.93882464524131,0.717177981249772,0.2633786889432021,2.0566884324955312,1.8472987268814067,6.176631525188779,"48,903",0.505,0.077,"319,643","140,611"
"Columbus, IN",4766,12698,5.328577423415863,3801.103612000018,0.29934663821074325,2.8757868233319344,3972,1975.4858050000064,6813,289.95828636430446,1.059961629292797,0.0154117129018053,4.48479481774326,3.737642680670632,3.576829580529347,1.858927507509316,4.74948974444425,1062.7019058138856,737018.8638595999,49.1781287277,7.835704972519999,91.36927360161984,0.2986585674512781,0.3290306251581878,1.0858010630220196,0.6302201974183751,6.287015945330296,"66,978",0.612,0.044,"83,280","34,480"
"Columbia, SC",50727,125470,4.946872474224771,37973.47013499994,0.30264979784012064,2.5855264454826816,37579,19622.56778400003,65592,299.1609919502383,1.0803210041213342,0.0091017197219173,5.107705332944923,3.7838322531736015,3.823551479862085,1.9757977825696416,44.48222709379807,9931.465637379006,937897.2740377208,77.19477347840517,14.772671045796182,87.94551208227766,0.6459236708493146,0.1166668335720079,4.425077861341719,1.6488578667494518,5.2179616852098505,"56,680",0.5870000000000001,0.0559999999999999,"832,925","359,666"
"Corpus Christi, TX",18373,49267,5.362978283350569,13539.040265999934,0.27480951277731414,2.915582648451532,15654,7410.486076000015,26774,276.77919160379525,1.0468613757829317,0.0020915813849256,3.526640218059278,3.0047366229521555,2.5987766786044393,1.4224197589392011,29.257110223044617,5209.774420967365,1453865.6612557499,97.9471089148,15.4511288777,92.37627593708166,1.262863955823293,0.1709964859437751,1.415035140562249,1.0233642904953146,3.751464190093708,"56,714",0.574,0.057,"429,120","178,785"
"Corvallis, OR",4224,10374,4.911931818181818,3355.7525640000163,0.3234772087912103,2.53125,2948,1693.2065940000025,5329,317.7343955714023,1.1281753338652076,0.003377744417339,2.401992136794862,1.6763903454714142,1.908260244260709,0.9628477568080532,6.088230390753204,1758.5403113085808,324902.41092530004,61.4388864015,11.4839682471,71.90281017187111,2.146690518783542,7.370757002785264,7.907429632481149,1.311111614320328,9.36120105975861,"65,142",0.57,0.061,"92,168","38,713"
"Crestview-Fort Walton Beach-Destin, FL",20707,50597,4.886946443231757,12353.179198000089,0.24414845144969244,2.61669966677935,15504,6559.571916999977,27109,241.9702651149056,1.0844947306767372,0.0144601423881367,3.445773507994126,2.5799619678341106,2.055645801901426,1.091553539159741,29.792007363900076,6009.390910911635,1175131.7848766,93.863312987554,13.104780668235001,88.91776723382392,0.4215902565807368,0.7003838133518692,1.5224092598748828,1.4007676267037383,7.037081809664842,"65,075",0.551,0.044,"278,479","151,439"
"Cumberland, MD-WV",7332,17325,4.725859247135843,5427.5169589999705,0.3132765921500705,2.488543371522095,5076,2831.8394179999827,9094,311.3964611831958,1.1230127990275218,0.0058280184737189,3.743197109492989,2.591444152725916,2.770903681485662,1.4457355597389314,3.1739964946890056,1958.7533826112376,258449.669261227,21.810994824052003,4.638893231759,91.01944915807336,0.6630988121655137,0.023495627202715,3.615715963973372,0.6082756820258453,4.069964756559196,"50,188",0.473,0.074,"98,049","45,951"
"Columbus, OH",78973,203726,5.159383586795487,51632.75987200068,0.25344217170120986,2.717346434857483,62243,27267.990771000183,107271,254.1972273121364,1.0678259972606328,0.0127434255297331,6.286419279626452,4.954675588135049,4.110077838244313,2.170590238429485,79.25886331614682,12562.47737976088,1151632.2042465028,97.10453510419413,16.487906798117898,87.11717665341787,1.478539419782547,0.2765298174179504,2.183385738146069,0.9628075013474162,7.981560869888151,"66,715",0.645,0.044,"2,101,543","869,406"
"Dalton, GA",6715,16341,4.867014147431124,5499.575242000024,0.33655071550088883,2.4930752047654505,4726,2809.868782999991,8341,336.8743295767883,1.1012926012922888,0.0056348159693082,4.06475607268438,2.860765033433564,3.329029316769065,1.7008832761199528,13.684253761293164,1652.0056505052191,526914.2500377849,44.8865250974315,9.508921885626,95.70402766792289,0.0418740985437119,0.0496285612369918,0.6296623706943346,0.8188712604103662,2.7559360411917058,"50,322",0.583,0.061,"143,911","56,425"
"Danville, IL",6307,17356,5.50372601870937,6849.589432000014,0.39465253699009073,2.809735214840653,5005,3478.8375100000035,8773,396.5390983699992,1.0402977967900604,0.0046734298415593,2.7039339710229866,2.1457411645742903,2.9365526482868054,1.4914455244899363,0.7968117906006345,2332.527372187959,479627.66454165,40.0951192007,7.8590393704,90.62791670689712,0.8754143735315889,0.0868977503137974,2.0372694795790287,0.5600077242444723,5.812493965434006,"46,842",0.519,0.0579999999999999,"76,704","36,035"
"Daphne-Fairhope-Foley, AL",17941,43038,4.797725879270944,11113.367953999808,0.2582222211533949,2.55102837077086,12959,5858.519173000013,23067,253.97837486452568,1.0779624863375448,0.0160835826071877,3.418299772616481,2.4690790230944195,2.117430642113641,1.1162239984914577,7.774603461131945,5248.515693012892,2303078.5574095,182.1372536751,27.6033378122,90.96067890172816,0.0308966199097818,0.1215267049784753,1.1936394158479062,1.257492430328122,6.435765927207564,"61,756",0.5579999999999999,0.039,"218,289","116,747"
"Davenport-Moline-Rock Island, IA-IL",21448,56885,5.304457292055203,18742.820005999798,0.3294861563856869,2.8183047370384187,17093,9883.48947700007,30173,327.5607157723816,1.0454545525311407,0.0058993139561859,3.576777631459916,2.8505156683394413,3.1256480486730456,1.648221003455022,15.556681438447876,5996.458882808904,578657.7666939485,51.439539710146995,8.298475368075,91.58710584611607,0.8107670760491705,0.2259880700618816,2.239234876934151,0.7014000100439143,4.435504120794809,"59,876",0.601,0.047,"380,274","170,444"
"Dayton-Kettering, OH",35069,91624,5.225355727280504,19357.78158299972,0.2112741375949502,2.76671704354273,27747,10306.675326999877,48469,212.644686851387,1.0516497788452823,0.0077781674884978,10.484391571997236,8.295372350172725,5.787292539888949,3.0813316585505537,38.72180242531939,3344.876978237421,1448729.658657873,130.67361643196634,23.85746058633333,89.60377509825415,1.5923856375157073,0.1967756597064406,2.621180119241772,0.6871106595727616,5.298772825709168,"57,631",0.5820000000000001,0.057,"805,929","370,121"
"Decatur, AL",10821,27196,5.026522502541355,9943.451660000077,0.3656218436534812,2.641622770538768,8148,5214.131346999992,14256,365.7499541947245,1.079158694326216,0.0119248035914702,3.178201848224268,2.393123432153344,2.920459887583486,1.531426105158439,2.00525994004747,3404.755429881187,642440.1488133365,54.2821363414855,10.7631541669,95.98823382150456,0.1502065339842283,0.0187758167480285,0.6978345224683941,0.6242959068719489,2.5206533984228314,"51,842",0.531,0.046,"152,321","67,581"
