# Title: January - December 2020 Contiguous U.S. County Heating Degree Days,,,,,,,
# Units: Fahrenheit Degree-Days,,,,,,,
# Missing: -99,,,,,,,
# Note: Period of Record: 129 Years,,,,,,,
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean,
NC-165,Scotland County,North Carolina,2329,-760,4,3089,
NC-167,Stanly County,North Carolina,2650,-720,3,3370,
NC-169,Stokes County,North Carolina,3428,-754,4,4182,
NC-171,Surry County,North Carolina,3630,-759,5,4389,
NC-173,Swain County,North Carolina,4761,-488,16,5249,
NC-175,Transylvania County,North Carolina,4106,-654,6,4760,
NC-177,Tyrrell County,North Carolina,2290,-823,1,3113,
NC-179,Union County,North Carolina,2604,-701,5,3305,
NC-181,Vance County,North Carolina,3127,-814,3,3941,
NC-183,Wake County,North Carolina,2776,-753,3,3529,
NC-185,Warren County,North Carolina,3059,-830,4,3889,
NC-187,Washington County,North Carolina,2362,-891,1,3253,
NC-189,Watauga County,North Carolina,5009,-721,7,5730,
NC-191,Wayne County,North Carolina,2526,-666,2,3192,
NC-193,Wilkes County,North Carolina,3522,-776,4,4298,
NC-195,Wilson County,North Carolina,2571,-796,3,3367,
NC-197,Yadkin County,North Carolina,3389,-759,5,4148,
NC-199,Yancey County,North Carolina,5007,-590,12,5597,
ND-001,Adams County,North Dakota,8111,-900,18,9011,
ND-003,Barnes County,North Dakota,8858,-748,19,9606,
ND-005,Benson County,North Dakota,9106,-1067,11,10173,
ND-007,Billings County,North Dakota,8205,-796,21,9001,
ND-009,Bottineau County,North Dakota,9291,-906,16,10197,
ND-011,Bowman County,North Dakota,7941,-876,15,8817,
ND-013,Burke County,North Dakota,9451,-777,21,10228,
ND-015,Burleigh County,North Dakota,8487,-977,14,9464,
ND-017,Cass County,North Dakota,8903,-490,32,9393,
ND-019,Cavalier County,North Dakota,9794,-960,15,10754,
ND-021,Dickey County,North Dakota,8669,-501,29,9170,
ND-023,Divide County,North Dakota,9193,-952,19,10145,
ND-025,Dunn County,North Dakota,8320,-910,13,9230,
ND-027,Eddy County,North Dakota,9075,-893,15,9968,
ND-029,Emmons County,North Dakota,8448,-651,22,9099,
ND-031,Foster County,North Dakota,9044,-806,17,9850,
ND-033,Golden Valley County,North Dakota,8172,-690,23,8862,
ND-035,Grand Forks County,North Dakota,9330,-547,30,9877,
ND-037,Grant County,North Dakota,8254,-792,20,9046,
ND-039,Griggs County,North Dakota,9179,-811,17,9990,
ND-041,Hettinger County,North Dakota,8256,-861,19,9117,
ND-043,Kidder County,North Dakota,8897,-801,17,9698,
ND-045,LaMoure County,North Dakota,8635,-673,19,9308,
ND-047,Logan County,North Dakota,8793,-728,20,9521,
ND-049,McHenry County,North Dakota,8828,-973,12,9801,
ND-051,McIntosh County,North Dakota,8766,-601,25,9367,
ND-053,McKenzie County,North Dakota,8422,-855,22,9277,
ND-055,McLean County,North Dakota,8453,-1019,13,9472,
ND-057,Mercer County,North Dakota,8323,-884,14,9207,
ND-059,Morton County,North Dakota,8301,-871,17,9172,
ND-061,Mountrail County,North Dakota,8997,-840,18,9837,
ND-063,Nelson County,North Dakota,9436,-806,19,10242,
ND-065,Oliver County,North Dakota,8404,-807,19,9211,
ND-067,Pembina County,North Dakota,9392,-934,16,10326,
ND-069,Pierce County,North Dakota,9130,-1119,10,10249,
ND-071,Ramsey County,North Dakota,9363,-930,12,10293,
ND-073,Ransom County,North Dakota,8693,-520,32,9213,
ND-075,Renville County,North Dakota,9105,-822,18,9927,
ND-077,Richland County,North Dakota,8453,-627,26,9080,
ND-079,Rolette County,North Dakota,9570,-1163,12,10733,
ND-081,Sargent County,North Dakota,8634,-451,35,9085,
ND-083,Sheridan County,North Dakota,8624,-1141,10,9765,
ND-085,Sioux County,North Dakota,8231,-663,25,8894,
ND-087,Slope County,North Dakota,8006,-811,17,8817,
ND-089,Stark County,North Dakota,8249,-852,18,9101,
ND-091,Steele County,North Dakota,9461,-371,40,9832,
ND-093,Stutsman County,North Dakota,8807,-803,17,9610,
ND-095,Towner County,North Dakota,9500,-1162,12,10662,
ND-097,Traill County,North Dakota,9264,-302,47,9566,
ND-099,Walsh County,North Dakota,9407,-790,19,10197,
ND-101,Ward County,North Dakota,8781,-928,13,9709,
ND-103,Wells County,North Dakota,9008,-928,15,9936,
ND-105,Williams County,North Dakota,8837,-906,21,9743,
OH-001,Adams County,Ohio,4646,-657,11,5303,
OH-003,Allen County,Ohio,5405,-802,12,6207,
OH-005,Ashland County,Ohio,5604,-899,7,6503,
OH-007,Ashtabula County,Ohio,5714,-1087,7,6801,
OH-009,Athens County,Ohio,4798,-709,7,5507,
OH-011,Auglaize County,Ohio,5482,-704,14,6186,
OH-013,Belmont County,Ohio,5279,-608,14,5887,
OH-015,Brown County,Ohio,4769,-664,12,5433,
OH-017,Butler County,Ohio,4841,-724,11,5565,
OH-019,Carroll County,Ohio,5432,-865,7,6297,
OH-021,Champaign County,Ohio,5456,-645,15,6101,
OH-023,Clark County,Ohio,5176,-757,9,5933,
OH-025,Clermont County,Ohio,4640,-710,9,5350,
OH-027,Clinton County,Ohio,5008,-737,10,5745,
OH-029,Columbiana County,Ohio,5571,-813,10,6384,
OH-031,Coshocton County,Ohio,5286,-806,9,6092,
OH-033,Crawford County,Ohio,5535,-898,8,6433,
OH-035,Cuyahoga County,Ohio,5311,-1030,6,6341,
OH-037,Darke County,Ohio,5277,-838,10,6115,
OH-039,Defiance County,Ohio,5632,-803,12,6435,
OH-041,Delaware County,Ohio,5283,-674,15,5957,
OH-043,Erie County,Ohio,5424,-727,12,6151,
OH-045,Fairfield County,Ohio,5045,-708,11,5753,
OH-047,Fayette County,Ohio,5061,-747,9,5808,
OH-049,Franklin County,Ohio,5013,-687,15,5700,
OH-051,Fulton County,Ohio,5652,-920,10,6572,
OH-053,Gallia County,Ohio,4647,-448,20,5095,
OH-055,Geauga County,Ohio,5761,-1114,6,6875,
OH-057,Greene County,Ohio,4959,-812,9,5771,
OH-059,Guernsey County,Ohio,5214,-678,12,5892,
OH-061,Hamilton County,Ohio,4597,-712,8,5309,
OH-063,Hancock County,Ohio,5305,-966,6,6271,
OH-065,Hardin County,Ohio,5304,-948,6,6252,
OH-067,Harrison County,Ohio,5316,-789,9,6105,
OH-069,Henry County,Ohio,5485,-891,11,6376,
OH-071,Highland County,Ohio,4973,-663,13,5636,
OH-073,Hocking County,Ohio,5002,-695,10,5697,
OH-075,Holmes County,Ohio,5497,-829,8,6326,
OH-077,Huron County,Ohio,5612,-745,11,6357,
OH-079,Jackson County,Ohio,4739,-646,12,5385,
OH-081,Jefferson County,Ohio,5332,-646,13,5978,
OH-083,Knox County,Ohio,5574,-731,12,6305,
OH-085,Lake County,Ohio,5426,-1111,7,6537,
OH-087,Lawrence County,Ohio,4418,-622,10,5040,
OH-089,Licking County,Ohio,5280,-734,11,6014,
OH-091,Logan County,Ohio,5581,-678,15,6259,
OH-093,Lorain County,Ohio,5522,-698,14,6220,
OH-095,Lucas County,Ohio,5274,-1032,6,6306,
OH-097,Madison County,Ohio,5174,-716,14,5890,
OH-099,Mahoning County,Ohio,5574,-1029,7,6603,
OH-101,Marion County,Ohio,5351,-828,11,6179,
OH-103,Medina County,Ohio,5470,-915,6,6385,
OH-105,Meigs County,Ohio,4776,-489,17,5265,
OH-107,Mercer County,Ohio,5510,-718,13,6228,
OH-109,Miami County,Ohio,5040,-887,7,5927,
OH-111,Monroe County,Ohio,5118,-590,15,5708,
OH-113,Montgomery County,Ohio,4821,-917,6,5738,
OH-115,Morgan County,Ohio,4920,-736,9,5656,
OH-117,Morrow County,Ohio,5624,-747,13,6371,
OH-119,Muskingum County,Ohio,5060,-798,9,5858,
OH-121,Noble County,Ohio,5037,-696,12,5733,
OH-123,Ottawa County,Ohio,5344,-829,11,6173,
OH-125,Paulding County,Ohio,5653,-672,17,6325,
OH-127,Perry County,Ohio,5085,-758,10,5843,
OH-129,Pickaway County,Ohio,4848,-709,10,5557,
OH-131,Pike County,Ohio,4675,-742,10,5417,
OH-133,Portage County,Ohio,5485,-1199,6,6684,
OH-135,Preble County,Ohio,5197,-771,11,5968,
OH-137,Putnam County,Ohio,5447,-816,12,6263,
OH-139,Richland County,Ohio,5624,-969,6,6593,
OH-141,Ross County,Ohio,4773,-742,10,5515,
OH-143,Sandusky County,Ohio,5414,-761,12,6175,
OH-145,Scioto County,Ohio,4548,-696,9,5244,
OH-147,Seneca County,Ohio,5498,-780,12,6278,
OH-149,Shelby County,Ohio,5464,-689,15,6153,
OH-151,Stark County,Ohio,5283,-1157,6,6440,
OH-153,Summit County,Ohio,5191,-1223,5,6414,
OH-155,Trumbull County,Ohio,5644,-1084,7,6728,
OH-157,Tuscarawas County,Ohio,5285,-857,7,6142,
OH-159,Union County,Ohio,5352,-685,15,6037,
OH-161,Van Wert County,Ohio,5593,-668,16,6261,
OH-163,Vinton County,Ohio,4885,-653,14,5538,
OH-165,Warren County,Ohio,4772,-777,9,5549,
OH-167,Washington County,Ohio,4654,-785,7,5439,
OH-169,Wayne County,Ohio,5502,-888,8,6390,
OH-171,Williams County,Ohio,5811,-861,12,6672,
OH-173,Wood County,Ohio,5323,-931,9,6254,
OH-175,Wyandot County,Ohio,5256,-976,6,6232,
OK-001,Adair County,Oklahoma,3453,-442,13,3895,
OK-003,Alfalfa County,Oklahoma,3883,-463,19,4346,
OK-005,Atoka County,Oklahoma,2713,-424,12,3137,
OK-007,Beaver County,Oklahoma,4184,-389,24,4573,
OK-009,Beckham County,Oklahoma,3252,-629,8,3881,
OK-011,Blaine County,Oklahoma,3580,-461,14,4041,
OK-013,Bryan County,Oklahoma,2501,-504,9,3005,
OK-015,Caddo County,Oklahoma,3230,-519,11,3749,
OK-017,Canadian County,Oklahoma,3312,-571,10,3883,
OK-019,Carter County,Oklahoma,2743,-361,13,3104,
OK-021,Cherokee County,Oklahoma,3359,-387,15,3746,
OK-023,Choctaw County,Oklahoma,2594,-445,11,3039,
OK-025,Cimarron County,Oklahoma,4582,-352,26,4934,
OK-027,Cleveland County,Oklahoma,3092,-485,11,3577,
OK-029,Coal County,Oklahoma,2784,-403,12,3187,
OK-031,Comanche County,Oklahoma,2968,-453,13,3421,
OK-033,Cotton County,Oklahoma,2735,-447,10,3182,
OK-035,Craig County,Oklahoma,3732,-328,25,4060,
OK-037,Creek County,Oklahoma,3228,-523,12,3751,
OK-039,Custer County,Oklahoma,3543,-498,14,4041,
OK-041,Delaware County,Oklahoma,3645,-345,22,3990,
OK-043,Dewey County,Oklahoma,3778,-433,21,4211,
OK-045,Ellis County,Oklahoma,3931,-478,16,4409,
OK-047,Garfield County,Oklahoma,3604,-554,13,4158,
OK-049,Garvin County,Oklahoma,2931,-398,13,3329,
OK-051,Grady County,Oklahoma,3053,-558,10,3611,
OK-053,Grant County,Oklahoma,3793,-550,13,4343,
OK-055,Greer County,Oklahoma,3111,-538,9,3649,
OK-057,Harmon County,Oklahoma,3008,-553,8,3561,
OK-059,Harper County,Oklahoma,4072,-392,22,4464,
OK-061,Haskell County,Oklahoma,2919,-451,15,3370,
OK-063,Hughes County,Oklahoma,2964,-408,15,3372,
OK-065,Jackson County,Oklahoma,2912,-529,8,3441,
OK-067,Jefferson County,Oklahoma,2648,-397,12,3045,
OK-069,Johnston County,Oklahoma,2712,-409,13,3121,
OK-071,Kay County,Oklahoma,3671,-589,11,4260,
OK-073,Kingfisher County,Oklahoma,3428,-476,12,3904,
OK-075,Kiowa County,Oklahoma,3105,-529,9,3634,
OK-077,Latimer County,Oklahoma,2927,-415,16,3342,
OK-079,Le Flore County,Oklahoma,2988,-456,14,3444,
OK-081,Lincoln County,Oklahoma,3210,-453,14,3663,
OK-083,Logan County,Oklahoma,3352,-498,11,3850,
OK-085,Love County,Oklahoma,2581,-384,13,2965,
OK-087,McClain County,Oklahoma,3017,-518,11,3535,
OK-089,McCurtain County,Oklahoma,2610,-610,6,3220,
OK-091,McIntosh County,Oklahoma,2948,-457,15,3405,
OK-093,Major County,Oklahoma,3750,-427,20,4177,
OK-095,Marshall County,Oklahoma,2557,-434,12,2991,
OK-097,Mayes County,Oklahoma,3546,-262,27,3808,
OK-099,Murray County,Oklahoma,2859,-351,14,3210,
OK-101,Muskogee County,Oklahoma,3033,-466,13,3499,
OK-103,Noble County,Oklahoma,3444,-586,11,4030,
OK-105,Nowata County,Oklahoma,3689,-403,19,4092,
OK-107,Okfuskee County,Oklahoma,3049,-463,14,3512,
OK-109,Oklahoma County,Oklahoma,3207,-506,11,3713,
OK-111,Okmulgee County,Oklahoma,3048,-471,14,3519,
OK-113,Osage County,Oklahoma,3632,-476,13,4108,
OK-115,Ottawa County,Oklahoma,3634,-491,13,4125,
OK-117,Pawnee County,Oklahoma,3402,-541,11,3943,
OK-119,Payne County,Oklahoma,3318,-550,11,3868,
OK-121,Pittsburg County,Oklahoma,2910,-389,17,3299,
OK-123,Pontotoc County,Oklahoma,2928,-369,16,3297,
OK-125,Pottawatomie County,Oklahoma,3060,-428,13,3488,
OK-127,Pushmataha County,Oklahoma,2812,-441,14,3253,
OK-129,Roger Mills County,Oklahoma,3516,-608,9,4124,
OK-131,Rogers County,Oklahoma,3454,-424,15,3878,
OK-133,Seminole County,Oklahoma,3039,-403,14,3442,
OK-135,Sequoyah County,Oklahoma,3059,-448,13,3507,
OK-137,Stephens County,Oklahoma,2881,-399,12,3280,
OK-139,Texas County,Oklahoma,4181,-502,17,4683,
OK-141,Tillman County,Oklahoma,2792,-486,9,3278,
OK-143,Tulsa County,Oklahoma,3269,-506,12,3775,
OK-145,Wagoner County,Oklahoma,3193,-432,14,3625,
OK-147,Washington County,Oklahoma,3644,-459,13,4103,
OK-149,Washita County,Oklahoma,3353,-497,12,3850,
OK-151,Woods County,Oklahoma,4017,-434,22,4451,
OK-153,Woodward County,Oklahoma,3981,-409,22,4390,
OR-001,Baker County,Oregon,6893,-809,6,7702,
OR-003,Benton County,Oregon,4592,-476,14,5068,
OR-005,Clackamas County,Oregon,5787,-636,12,6423,
OR-007,Clatsop County,Oregon,5215,-648,16,5863,
OR-009,Columbia County,Oregon,4992,-672,12,5664,
OR-011,Coos County,Oregon,4338,-697,12,5035,
OR-013,Crook County,Oregon,6663,-846,5,7509,
OR-015,Curry County,Oregon,4221,-747,8,4968,
OR-017,Deschutes County,Oregon,7164,-772,7,7936,
OR-019,Douglas County,Oregon,5015,-634,12,5649,
OR-021,Gilliam County,Oregon,5331,-823,6,6154,
OR-023,Grant County,Oregon,7249,-741,8,7990,
OR-025,Harney County,Oregon,6716,-864,8,7580,
OR-027,Hood River County,Oregon,6687,-816,6,7503,
OR-029,Jackson County,Oregon,5291,-686,8,5977,
OR-031,Jefferson County,Oregon,6063,-852,4,6915,
OR-033,Josephine County,Oregon,4919,-800,5,5719,
OR-035,Klamath County,Oregon,7058,-928,6,7986,
OR-037,Lake County,Oregon,6902,-875,6,7777,
OR-039,Lane County,Oregon,5320,-561,13,5881,
OR-041,Lincoln County,Oregon,4667,-517,13,5184,
OR-043,Linn County,Oregon,5550,-561,15,6111,
OR-045,Malheur County,Oregon,6210,-712,9,6922,
OR-047,Marion County,Oregon,5356,-568,15,5924,
OR-049,Morrow County,Oregon,5457,-855,6,6312,
OR-051,Multnomah County,Oregon,4794,-653,10,5447,
OR-053,Polk County,Oregon,4792,-466,17,5258,
OR-055,Sherman County,Oregon,5385,-818,6,6203,
OR-057,Tillamook County,Oregon,5319,-632,12,5951,
OR-059,Umatilla County,Oregon,5719,-907,5,6626,
OR-061,Union County,Oregon,7158,-814,9,7972,
OR-063,Wallowa County,Oregon,7599,-628,13,8227,
OR-065,Wasco County,Oregon,5819,-816,5,6635,
OR-067,Washington County,Oregon,4917,-644,11,5561,
OR-069,Wheeler County,Oregon,6251,-745,6,6996,
OR-071,Yamhill County,Oregon,4766,-495,15,5261,
PA-001,Adams County,Pennsylvania,4833,-882,6,5715,
PA-003,Allegheny County,Pennsylvania,5132,-743,9,5875,
PA-005,Armstrong County,Pennsylvania,5589,-821,7,6410,
PA-007,Beaver County,Pennsylvania,5354,-692,11,6046,
PA-009,Bedford County,Pennsylvania,5210,-907,5,6117,
PA-011,Berks County,Pennsylvania,4840,-1050,4,5890,
PA-013,Blair County,Pennsylvania,5661,-787,8,6448,
PA-015,Bradford County,Pennsylvania,6335,-910,6,7245,
PA-017,Bucks County,Pennsylvania,4637,-1159,4,5796,
PA-019,Butler County,Pennsylvania,5685,-748,9,6433,
PA-021,Cambria County,Pennsylvania,6204,-692,12,6896,
PA-023,Cameron County,Pennsylvania,6438,-574,15,7012,
PA-025,Carbon County,Pennsylvania,5989,-1016,6,7005,
PA-027,Centre County,Pennsylvania,5931,-643,11,6574,
PA-029,Chester County,Pennsylvania,4609,-1007,6,5616,
PA-031,Clarion County,Pennsylvania,5961,-919,8,6880,
PA-033,Clearfield County,Pennsylvania,6142,-789,8,6931,
PA-035,Clinton County,Pennsylvania,6111,-599,14,6710,
PA-037,Columbia County,Pennsylvania,5781,-884,7,6665,
PA-039,Crawford County,Pennsylvania,6068,-1042,7,7110,
PA-041,Cumberland County,Pennsylvania,4899,-856,6,5755,
PA-043,Dauphin County,Pennsylvania,5004,-990,5,5994,
PA-045,Delaware County,Pennsylvania,4287,-939,5,5226,
PA-047,Elk County,Pennsylvania,6340,-1015,5,7355,
PA-049,Erie County,Pennsylvania,5947,-1092,5,7039,
PA-051,Fayette County,Pennsylvania,5367,-706,7,6073,
PA-053,Forest County,Pennsylvania,6249,-975,7,7224,
PA-055,Franklin County,Pennsylvania,4936,-826,6,5762,
PA-057,Fulton County,Pennsylvania,4921,-952,5,5873,
PA-059,Greene County,Pennsylvania,5105,-702,7,5807,
PA-061,Huntingdon County,Pennsylvania,5287,-803,6,6090,
PA-063,Indiana County,Pennsylvania,5776,-754,8,6530,
PA-065,Jefferson County,Pennsylvania,6077,-1005,5,7082,
PA-067,Juniata County,Pennsylvania,5231,-695,7,5926,
PA-069,Lackawanna County,Pennsylvania,6115,-1183,4,7298,
PA-071,Lancaster County,Pennsylvania,4612,-1093,4,5705,
PA-073,Lawrence County,Pennsylvania,5615,-770,11,6385,
PA-075,Lebanon County,Pennsylvania,4941,-1063,4,6004,
PA-077,Lehigh County,Pennsylvania,4935,-1165,4,6100,
PA-079,Luzerne County,Pennsylvania,6047,-1033,4,7080,
PA-081,Lycoming County,Pennsylvania,6061,-828,8,6889,
PA-083,McKean County,Pennsylvania,6588,-1057,5,7645,
PA-085,Mercer County,Pennsylvania,5868,-970,8,6838,
PA-087,Mifflin County,Pennsylvania,5410,-670,9,6080,
PA-089,Monroe County,Pennsylvania,6138,-1038,7,7176,
PA-091,Montgomery County,Pennsylvania,4454,-1126,3,5580,
PA-093,Montour County,Pennsylvania,5532,-857,7,6389,
PA-095,Northampton County,Pennsylvania,5159,-1200,5,6359,
PA-097,Northumberland County,Pennsylvania,5468,-868,7,6336,
PA-099,Perry County,Pennsylvania,5106,-799,6,5905,
PA-101,Philadelphia County,Pennsylvania,4121,-1077,4,5198,
PA-103,Pike County,Pennsylvania,6212,-1018,6,7230,
PA-105,Potter County,Pennsylvania,6751,-733,11,7484,
PA-107,Schuylkill County,Pennsylvania,5616,-972,6,6588,
PA-109,Snyder County,Pennsylvania,5407,-744,7,6151,
PA-111,Somerset County,Pennsylvania,6009,-852,6,6861,
PA-113,Sullivan County,Pennsylvania,6751,-875,7,7626,
PA-115,Susquehanna County,Pennsylvania,6388,-983,6,7371,
PA-117,Tioga County,Pennsylvania,6601,-853,9,7454,
PA-119,Union County,Pennsylvania,5603,-773,7,6376,
PA-121,Venango County,Pennsylvania,6020,-951,8,6971,
PA-123,Warren County,Pennsylvania,6388,-999,7,7387,
PA-125,Washington County,Pennsylvania,5186,-725,9,5911,
PA-127,Wayne County,Pennsylvania,6403,-1042,5,7445,
PA-129,Westmoreland County,Pennsylvania,5370,-683,8,6053,
PA-131,Wyoming County,Pennsylvania,6043,-1114,4,7157,
PA-133,York County,Pennsylvania,4662,-1065,5,5727,
RI-001,Bristol County,Rhode Island,4951,-1041,3,5992,
RI-003,Kent County,Rhode Island,5197,-1190,3,6387,
RI-005,Newport County,Rhode Island,4931,-1089,3,6020,
RI-007,Providence County,Rhode Island,5372,-1120,3,6492,
RI-009,Washington County,Rhode Island,5024,-1243,3,6267,
SC-001,Abbeville County,South Carolina,2449,-637,5,3086,
SC-003,Aiken County,South Carolina,1876,-752,2,2628,
SC-005,Allendale County,South Carolina,1739,-669,2,2408,
SC-007,Anderson County,South Carolina,2567,-655,5,3222,
SC-009,Bamberg County,South Carolina,1807,-638,2,2445,
SC-011,Barnwell County,South Carolina,1779,-728,1,2507,
SC-013,Beaufort County,South Carolina,1472,-539,3,2011,
SC-015,Berkeley County,South Carolina,1656,-692,3,2348,
SC-017,Calhoun County,South Carolina,1943,-600,3,2543,
SC-019,Charleston County,South Carolina,1519,-669,4,2188,
SC-021,Cherokee County,South Carolina,2846,-625,6,3471,
SC-023,Chester County,South Carolina,2600,-585,5,3185,
SC-025,Chesterfield County,South Carolina,2330,-773,2,3103,
SC-027,Clarendon County,South Carolina,1893,-637,3,2530,
SC-029,Colleton County,South Carolina,1679,-630,3,2309,
SC-031,Darlington County,South Carolina,2064,-796,2,2860,
SC-033,Dillon County,South Carolina,2059,-767,2,2826,
SC-035,Dorchester County,South Carolina,1671,-682,4,2353,
SC-037,Edgefield County,South Carolina,2061,-698,3,2759,
SC-039,Fairfield County,South Carolina,2451,-540,5,2991,
SC-041,Florence County,South Carolina,1915,-750,2,2665,
SC-043,Georgetown County,South Carolina,1833,-591,3,2424,
SC-045,Greenville County,South Carolina,2789,-658,5,3447,
SC-047,Greenwood County,South Carolina,2357,-656,5,3013,
SC-049,Hampton County,South Carolina,1719,-587,2,2306,
SC-051,Horry County,South Carolina,1940,-675,2,2615,
SC-053,Jasper County,South Carolina,1560,-560,3,2120,
SC-055,Kershaw County,South Carolina,2339,-644,5,2983,
SC-057,Lancaster County,South Carolina,2570,-675,5,3245,
SC-059,Laurens County,South Carolina,2514,-624,6,3138,
SC-061,Lee County,South Carolina,2116,-700,3,2816,
SC-063,Lexington County,South Carolina,2108,-679,4,2787,
SC-065,McCormick County,South Carolina,2228,-664,5,2892,
SC-067,Marion County,South Carolina,1930,-727,2,2657,
SC-069,Marlboro County,South Carolina,2170,-765,2,2935,
SC-071,Newberry County,South Carolina,2361,-643,5,3004,
SC-073,Oconee County,South Carolina,2909,-471,10,3380,
SC-075,Orangeburg County,South Carolina,1844,-644,3,2488,
SC-077,Pickens County,South Carolina,2740,-716,4,3456,
SC-079,Richland County,South Carolina,2137,-564,5,2701,
SC-081,Saluda County,South Carolina,2235,-675,4,2910,
SC-083,Spartanburg County,South Carolina,2702,-657,5,3359,
SC-085,Sumter County,South Carolina,2057,-580,4,2637,
SC-087,Union County,South Carolina,2628,-588,6,3216,
SC-089,Williamsburg County,South Carolina,1863,-654,3,2517,
SC-091,York County,South Carolina,2696,-663,4,3359,
SD-003,Aurora County,South Dakota,7096,-695,18,7791,
SD-005,Beadle County,South Dakota,7620,-560,22,8180,
SD-007,Bennett County,South Dakota,6703,-830,13,7533,
SD-009,Bon Homme County,South Dakota,6730,-582,22,7312,
SD-011,Brookings County,South Dakota,8076,-540,22,8616,
SD-013,Brown County,South Dakota,8274,-626,20,8900,
SD-015,Brule County,South Dakota,6833,-852,15,7685,
SD-017,Buffalo County,South Dakota,7209,-751,19,7960,
SD-019,Butte County,South Dakota,7199,-793,19,7992,
SD-021,Campbell County,South Dakota,8223,-526,30,8749,
SD-023,Charles Mix County,South Dakota,6649,-647,18,7296,
SD-025,Clark County,South Dakota,8202,-610,22,8812,
SD-027,Clay County,South Dakota,6883,-510,24,7393,
SD-029,Codington County,South Dakota,8436,-654,21,9090,
SD-031,Corson County,South Dakota,7962,-606,28,8568,
SD-033,Custer County,South Dakota,7104,-702,14,7806,
SD-035,Davison County,South Dakota,7317,-358,39,7675,
SD-037,Day County,South Dakota,8559,-578,23,9137,
SD-039,Deuel County,South Dakota,8188,-713,19,8901,
SD-041,Dewey County,South Dakota,7584,-677,23,8261,
SD-043,Douglas County,South Dakota,6956,-571,22,7527,
SD-045,Edmunds County,South Dakota,8278,-490,29,8768,
SD-047,Fall River County,South Dakota,6596,-767,11,7363,
SD-049,Faulk County,South Dakota,8066,-542,25,8608,
SD-051,Grant County,South Dakota,8120,-713,19,8833,
SD-053,Gregory County,South Dakota,6644,-708,18,7352,
SD-055,Haakon County,South Dakota,7064,-647,24,7711,
SD-057,Hamlin County,South Dakota,8247,-656,20,8903,
SD-059,Hand County,South Dakota,7652,-646,20,8298,
SD-061,Hanson County,South Dakota,7433,-297,42,7730,
SD-063,Harding County,South Dakota,7533,-1044,12,8577,
SD-065,Hughes County,South Dakota,7170,-748,17,7918,
SD-067,Hutchinson County,South Dakota,7052,-533,25,7585,
SD-069,Hyde County,South Dakota,7655,-744,18,8399,
SD-071,Jackson County,South Dakota,6667,-702,20,7369,
SD-073,Jerauld County,South Dakota,7482,-545,25,8027,
SD-075,Jones County,South Dakota,6873,-646,23,7519,
SD-077,Kingsbury County,South Dakota,7974,-543,23,8517,
SD-079,Lake County,South Dakota,7839,-458,23,8297,
SD-081,Lawrence County,South Dakota,7916,-597,29,8513,
SD-083,Lincoln County,South Dakota,7242,-524,22,7766,
SD-085,Lyman County,South Dakota,6838,-749,18,7587,
SD-087,McCook County,South Dakota,7387,-548,21,7935,
SD-089,McPherson County,South Dakota,8582,-470,31,9052,
SD-091,Marshall County,South Dakota,8718,-432,36,9150,
SD-093,Meade County,South Dakota,7101,-701,21,7802,
SD-095,Mellette County,South Dakota,6586,-748,18,7334,
SD-097,Miner County,South Dakota,7674,-427,32,8101,
SD-099,Minnehaha County,South Dakota,7405,-686,18,8091,
SD-101,Moody County,South Dakota,7855,-491,24,8346,
SD-102,Oglala Lakota County,South Dakota,6500,-838,12,7338,
SD-103,Pennington County,South Dakota,7126,-707,19,7833,
SD-105,Perkins County,South Dakota,7739,-839,17,8578,
SD-107,Potter County,South Dakota,7937,-669,19,8606,
SD-109,Roberts County,South Dakota,8237,-688,20,8925,
SD-111,Sanborn County,South Dakota,7517,-358,40,7875,
SD-115,Spink County,South Dakota,7852,-623,20,8475,
SD-117,Stanley County,South Dakota,7068,-705,20,7773,
SD-119,Sully County,South Dakota,7488,-727,18,8215,
SD-121,Todd County,South Dakota,6624,-794,14,7418,
SD-123,Tripp County,South Dakota,6679,-700,20,7379,
SD-125,Turner County,South Dakota,7098,-621,20,7719,
SD-127,Union County,South Dakota,6914,-480,25,7394,
SD-129,Walworth County,South Dakota,8033,-639,23,8672,
SD-135,Yankton County,South Dakota,6759,-692,20,7451,
SD-137,Ziebach County,South Dakota,7412,-752,20,8164,
TN-001,Anderson County,Tennessee,3622,-560,12,4182,
TN-003,Bedford County,Tennessee,3275,-530,10,3805,
TN-005,Benton County,Tennessee,3288,-586,9,3874,
TN-007,Bledsoe County,Tennessee,3585,-620,9,4205,
TN-009,Blount County,Tennessee,3456,-498,12,3954,
TN-011,Bradley County,Tennessee,3061,-593,8,3654,
TN-013,Campbell County,Tennessee,4042,-499,14,4541,
TN-015,Cannon County,Tennessee,3450,-553,12,4003,
TN-017,Carroll County,Tennessee,3388,-496,15,3884,
TN-019,Carter County,Tennessee,4358,-637,9,4995,
TN-021,Cheatham County,Tennessee,3396,-587,9,3983,
TN-023,Chester County,Tennessee,3174,-533,12,3707,
TN-025,Claiborne County,Tennessee,4189,-281,29,4470,
TN-027,Clay County,Tennessee,3588,-556,14,4144,
TN-029,Cocke County,Tennessee,3509,-611,7,4120,
TN-031,Coffee County,Tennessee,3461,-525,13,3986,
TN-033,Crockett County,Tennessee,3301,-495,17,3796,
