"Label (Grouping)","Total:","Total:!!Car, truck, or van:","Total:!!Car, truck, or van:!!Drove alone","Total:!!Car, truck, or van:!!Carpooled:","Total:!!Car, truck, or van:!!Carpooled:!!In 2-person carpool","Total:!!Car, truck, or van:!!Carpooled:!!In 3-person carpool","Total:!!Car, truck, or van:!!Carpooled:!!In 4-or-more-person carpool","Total:!!Public transportation (excluding taxicab):","Total:!!Public transportation (excluding taxicab):!!Bus","Total:!!Public transportation (excluding taxicab):!!Subway or elevated rail","Total:!!Public transportation (excluding taxicab):!!Long-distance train or commuter rail","Total:!!Public transportation (excluding taxicab):!!Light rail, streetcar or trolley (carro público in Puerto Rico)","Total:!!Public transportation (excluding taxicab):!!Ferryboat","Total:!!Bicycle","Total:!!Walked","Total:!!Taxicab, motorcycle, or other means","Total:!!Worked from home","Total:!!Male:","Total:!!Male:!!Car, truck, or van:","Total:!!Male:!!Car, truck, or van:!!Drove alone","Total:!!Male:!!Car, truck, or van:!!Carpooled:","Total:!!Male:!!Car, truck, or van:!!Carpooled:!!In 2-person carpool","Total:!!Male:!!Car, truck, or van:!!Carpooled:!!In 3-person carpool","Total:!!Male:!!Car, truck, or van:!!Carpooled:!!In 4-or-more-person carpool","Total:!!Male:!!Public transportation (excluding taxicab):","Total:!!Male:!!Public transportation (excluding taxicab):!!Bus","Total:!!Male:!!Public transportation (excluding taxicab):!!Subway or elevated rail","Total:!!Male:!!Public transportation (excluding taxicab):!!Long-distance train or commuter rail","Total:!!Male:!!Public transportation (excluding taxicab):!!Light rail, streetcar or trolley (carro público in Puerto Rico)","Total:!!Male:!!Public transportation (excluding taxicab):!!Ferryboat","Total:!!Male:!!Bicycle","Total:!!Male:!!Walked","Total:!!Male:!!Taxicab, motorcycle, or other means","Total:!!Male:!!Worked from home","Total:!!Female:","Total:!!Female:!!Car, truck, or van:","Total:!!Female:!!Car, truck, or van:!!Drove alone","Total:!!Female:!!Car, truck, or van:!!Carpooled:","Total:!!Female:!!Car, truck, or van:!!Carpooled:!!In 2-person carpool","Total:!!Female:!!Car, truck, or van:!!Carpooled:!!In 3-person carpool","Total:!!Female:!!Car, truck, or van:!!Carpooled:!!In 4-or-more-person carpool","Total:!!Female:!!Public transportation (excluding taxicab):","Total:!!Female:!!Public transportation (excluding taxicab):!!Bus","Total:!!Female:!!Public transportation (excluding taxicab):!!Subway or elevated rail","Total:!!Female:!!Public transportation (excluding taxicab):!!Long-distance train or commuter rail","Total:!!Female:!!Public transportation (excluding taxicab):!!Light rail, streetcar or trolley (carro público in Puerto Rico)","Total:!!Female:!!Public transportation (excluding taxicab):!!Ferryboat","Total:!!Female:!!Bicycle","Total:!!Female:!!Walked","Total:!!Female:!!Taxicab, motorcycle, or other means","Total:!!Female:!!Worked from home"
"Madera, CA Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","56,457","50,054","42,154","7,900","5,122","1,290","1,488","224","170","11","0","8","35","115","1,081","2,194","2,789","31,068","27,702","23,196","4,506","2,695","810","1,001","74","51","0","0","8","15","29","706","1,463","1,094","25,389","22,352","18,958","3,394","2,427","480","487","150","119","11","0","0","20","86","375","731","1,695"
"    Margin of Error","±1,399","±1,365","±1,422","±1,008","±719","±404","±473","±130","±117","±24","±31","±13","±60","±119","±318","±513","±469","±805","±748","±806","±618","±446","±304","±360","±48","±39","±31","±31","±13","±26","±34","±261","±388","±253","±941","±980","±1,042","±568","±450","±203","±219","±121","±117","±24","±31","±31","±35","±113","±162","±206","±368"
"Madison, WI Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","367,963","294,866","268,396","26,470","21,050","3,509","1,911","13,995","13,838","32","86","17","22","7,366","18,212","3,366","30,158","190,237","152,947","139,939","13,008","10,266","1,656","1,086","6,336","6,239","10","66","0","21","4,965","9,218","1,889","14,882","177,726","141,919","128,457","13,462","10,784","1,853","825","7,659","7,599","22","20","17","1","2,401","8,994","1,477","15,276"
"    Margin of Error","±2,387","±2,757","±2,991","±1,351","±1,205","±604","±305","±1,016","±1,000","±36","±96","±19","±31","±664","±1,168","±507","±1,462","±1,609","±1,989","±2,002","±875","±702","±334","±236","±578","±574","±13","±94","±22","±31","±494","±740","±340","±1,084","±1,620","±1,973","±2,014","±830","±808","±411","±178","±766","±765","±33","±19","±19","±2","±377","±756","±322","±980"
"Manchester-Nashua, NH Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","224,712","197,194","180,489","16,705","12,937","2,189","1,579","1,863","1,489","65","142","119","48","458","4,772","1,849","18,576","118,709","103,075","93,629","9,446","7,389","1,238","819","1,091","825","43","81","110","32","375","2,710","1,041","10,417","106,003","94,119","86,860","7,259","5,548","951","760","772","664","22","61","9","16","83","2,062","808","8,159"
"    Margin of Error","±1,821","±2,199","±2,203","±1,081","±964","±412","±398","±317","±269","±48","±68","±157","±36","±228","±682","±329","±1,332","±1,362","±1,397","±1,370","±820","±705","±283","±200","±271","±224","±42","±52","±156","±34","±218","±604","±205","±910","±1,511","±1,529","±1,579","±575","±517","±233","±261","±193","±180","±22","±40","±21","±16","±56","±311","±213","±748"
"Manhattan, KS Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","70,095","59,626","52,472","7,154","5,780","773","601","134","134","0","0","0","0","696","4,727","558","4,354","39,967","33,828","30,284","3,544","2,852","328","364","112","112","0","0","0","0","516","3,318","259","1,934","30,128","25,798","22,188","3,610","2,928","445","237","22","22","0","0","0","0","180","1,409","299","2,420"
"    Margin of Error","±1,055","±1,056","±1,105","±765","±698","±183","±219","±89","±89","±26","±26","±26","±26","±218","±574","±150","±715","±673","±787","±872","±489","±450","±105","±175","±78","±78","±26","±26","±26","±26","±186","±485","±91","±427","±815","±890","±833","±520","±472","±148","±124","±27","±27","±26","±26","±26","±26","±103","±264","±135","±449"
"Mankato, MN Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","55,350","47,471","43,097","4,374","3,265","683","426","729","665","24","2","6","32","257","1,562","595","4,736","28,404","24,696","22,345","2,351","1,671","442","238","384","360","1","2","0","21","133","740","478","1,973","26,946","22,775","20,752","2,023","1,594","241","188","345","305","23","0","6","11","124","822","117","2,763"
"    Margin of Error","±807","±927","±1,033","±678","±645","±159","±132","±163","±158","±40","±3","±11","±36","±102","±247","±263","±466","±499","±603","±676","±408","±350","±152","±105","±121","±120","±5","±3","±22","±23","±78","±180","±248","±272","±553","±632","±673","±353","±351","±60","±75","±143","±128","±40","±22","±11","±16","±64","±186","±65","±337"
"Mansfield, OH Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","50,450","47,302","42,979","4,323","3,255","510","558","333","313","20","0","0","0","136","518","477","1,684","26,216","24,645","21,963","2,682","1,962","300","420","190","170","20","0","0","0","86","184","319","792","24,234","22,657","21,016","1,641","1,293","210","138","143","143","0","0","0","0","50","334","158","892"
"    Margin of Error","±962","±958","±1,059","±583","±467","±163","±215","±156","±159","±28","±29","±29","±29","±71","±154","±225","±303","±651","±684","±786","±427","±350","±118","±186","±96","±99","±28","±29","±29","±29","±55","±72","±175","±173","±728","±718","±704","±293","±260","±96","±68","±120","±120","±29","±29","±29","±29","±34","±116","±90","±226"
"Mayagüez, PR Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","24,731","23,099","21,163","1,936","1,445","188","303","310","88","49","0","173","0","80","723","49","470","13,036","12,098","11,128","970","713","66","191","177","69","24","0","84","0","80","450","12","219","11,695","11,001","10,035","966","732","122","112","133","19","25","0","89","0","0","273","37","251"
"    Margin of Error","±914","±945","±867","±315","±247","±120","±204","±122","±65","±57","±34","±83","±34","±54","±235","±35","±135","±616","±628","±617","±200","±166","±63","±122","±104","±71","±41","±34","±63","±34","±54","±172","±13","±104","±660","±639","±591","±203","±169","±93","±95","±74","±24","±39","±34","±58","±34","±34","±129","±31","±104"
"McAllen-Edinburg-Mission, TX Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","323,105","285,694","256,505","29,189","20,097","6,102","2,990","804","571","0","65","168","0","454","3,746","12,069","20,338","178,610","157,089","142,531","14,558","10,063","3,169","1,326","518","356","0","65","97","0","387","1,682","7,818","11,116","144,495","128,605","113,974","14,631","10,034","2,933","1,664","286","215","0","0","71","0","67","2,064","4,251","9,222"
"    Margin of Error","±3,263","±3,332","±3,450","±1,988","±1,660","±866","±612","±300","±247","±33","±70","±140","±33","±271","±676","±1,240","±1,499","±1,958","±2,041","±2,341","±1,360","±969","±672","±419","±248","±203","±33","±70","±102","±33","±259","±413","±988","±1,025","±2,933","±2,681","±2,588","±1,226","±1,169","±466","±365","±160","±132","±33","±33","±102","±33","±92","±522","±684","±1,077"
"Medford, OR Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","96,540","82,595","74,108","8,487","6,836","1,076","575","691","676","0","0","0","15","1,115","2,393","1,286","8,460","49,722","42,301","37,979","4,322","3,578","374","370","489","474","0","0","0","15","815","1,336","887","3,894","46,818","40,294","36,129","4,165","3,258","702","205","202","202","0","0","0","0","300","1,057","399","4,566"
"    Margin of Error","±1,671","±1,634","±1,807","±912","±870","±287","±222","±175","±176","±30","±30","±30","±24","±277","±345","±474","±902","±1,128","±1,156","±1,130","±590","±520","±167","±197","±133","±131","±30","±30","±30","±24","±213","±236","±314","±505","±1,137","±1,143","±1,223","±558","±546","±187","±94","±105","±105","±30","±30","±30","±30","±158","±235","±236","±667"
"Memphis, TN-MS-AR Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","610,435","568,902","511,501","57,401","44,100","8,168","5,133","4,102","3,831","87","71","87","26","727","5,647","5,813","25,244","309,187","288,034","259,452","28,582","21,770","3,949","2,863","1,968","1,855","24","0","75","14","522","3,396","3,379","11,888","301,248","280,868","252,049","28,819","22,330","4,219","2,270","2,134","1,976","63","71","12","12","205","2,251","2,434","13,356"
"    Margin of Error","±4,775","±4,824","±4,939","±2,642","±2,168","±911","±750","±543","±533","±74","±74","±66","±32","±164","±553","±740","±1,692","±3,177","±3,207","±3,227","±1,612","±1,361","±669","±515","±358","±351","±28","±29","±63","±26","±138","±429","±523","±883","±3,111","±3,044","±3,001","±1,721","±1,479","±597","±453","±385","±385","±56","±74","±17","±18","±102","±329","±449","±1,243"
"Merced, CA Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","102,580","90,544","81,300","9,244","5,765","1,707","1,772","948","886","46","16","0","0","386","2,427","4,341","3,934","60,562","53,870","48,674","5,196","3,185","1,128","883","307","272","23","12","0","0","235","1,531","3,055","1,564","42,018","36,674","32,626","4,048","2,580","579","889","641","614","23","4","0","0","151","896","1,286","2,370"
"    Margin of Error","±1,952","±2,085","±1,971","±964","±785","±469","±442","±251","±246","±39","±18","±31","±31","±198","±415","±771","±552","±1,347","±1,526","±1,444","±721","±565","±439","±287","±132","±126","±25","±18","±31","±31","±160","±298","±643","±269","±1,360","±1,335","±1,283","±536","±421","±191","±276","±251","±248","±26","±8","±31","±31","±126","±226","±324","±425"
"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","2,928,088","2,514,469","2,245,763","268,706","198,552","42,070","28,084","88,533","73,984","8,310","4,318","1,568","353","15,092","44,754","56,833","208,407","1,545,646","1,329,729","1,193,937","135,792","96,979","21,644","17,169","42,154","34,652","4,112","2,259","875","256","11,322","23,496","31,776","107,169","1,382,442","1,184,740","1,051,826","132,914","101,573","20,426","10,915","46,379","39,332","4,198","2,059","693","97","3,770","21,258","25,057","101,238"
"    Margin of Error","±9,011","±9,641","±10,742","±6,676","±5,048","±2,807","±2,070","±3,489","±3,346","±844","±624","±410","±271","±1,463","±2,033","±2,254","±4,425","±6,465","±7,415","±7,643","±3,859","±3,014","±1,694","±1,462","±2,416","±2,215","±583","±395","±261","±224","±1,333","±1,449","±1,528","±3,121","±6,425","±6,948","±7,536","±4,077","±3,075","±1,507","±1,221","±2,326","±2,204","±523","±510","±326","±98","±446","±1,406","±1,574","±3,056"
"Michigan City-La Porte, IN Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","47,275","43,418","39,193","4,225","3,187","665","373","490","289","12","189","0","0","94","852","447","1,974","24,538","22,494","20,395","2,099","1,620","330","149","132","78","4","50","0","0","59","517","291","1,045","22,737","20,924","18,798","2,126","1,567","335","224","358","211","8","139","0","0","35","335","156","929"
"    Margin of Error","±1,101","±1,066","±1,123","±509","±427","±176","±154","±169","±150","±15","±75","±29","±29","±60","±270","±157","±376","±716","±688","±767","±291","±276","±103","±86","±69","±60","±5","±26","±29","±29","±35","±197","±125","±248","±754","±766","±794","±380","±331","±122","±108","±143","±125","±14","±67","±29","±29","±33","±131","±81","±230"
"Midland, MI Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","37,719","34,613","31,593","3,020","2,330","468","222","287","279","0","8","0","0","65","379","281","2,094","19,819","18,245","16,890","1,355","1,086","158","111","141","141","0","0","0","0","65","200","203","965","17,900","16,368","14,703","1,665","1,244","310","111","146","138","0","8","0","0","0","179","78","1,129"
"    Margin of Error","±810","±811","±886","±397","±351","±171","±158","±108","±107","±26","±13","±26","±26","±46","±115","±122","±334","±430","±487","±570","±241","±239","±68","±87","±64","±64","±26","±26","±26","±26","±46","±103","±105","±243","±643","±597","±609","±274","±214","±164","±77","±70","±67","±26","±13","±26","±26","±26","±86","±53","±202"
"Midland, TX Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","86,934","81,019","72,251","8,768","6,247","1,459","1,062","133","133","0","0","0","0","118","1,137","764","3,763","50,332","47,230","42,637","4,593","2,964","905","724","41","41","0","0","0","0","118","748","445","1,750","36,602","33,789","29,614","4,175","3,283","554","338","92","92","0","0","0","0","0","389","319","2,013"
"    Margin of Error","±1,330","±1,460","±1,682","±1,268","±1,025","±387","±338","±87","±87","±33","±33","±33","±33","±94","±430","±301","±708","±1,042","±1,186","±1,288","±710","±563","±283","±280","±35","±35","±33","±33","±33","±33","±94","±334","±205","±427","±1,095","±1,198","±1,311","±858","±772","±203","±133","±82","±82","±33","±33","±33","±33","±33","±278","±222","±514"
"Milwaukee-Waukesha, WI Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","783,346","679,768","620,056","59,712","47,963","6,621","5,128","22,570","21,926","99","424","96","25","3,179","19,005","6,202","52,622","399,905","348,026","319,323","28,703","23,095","3,260","2,348","10,774","10,450","66","217","29","12","2,474","10,024","3,555","25,052","383,441","331,742","300,733","31,009","24,868","3,361","2,780","11,796","11,476","33","207","67","13","705","8,981","2,647","27,570"
"    Margin of Error","±3,897","±3,951","±3,957","±2,130","±1,831","±645","±711","±1,187","±1,190","±71","±133","±58","±26","±337","±912","±670","±1,742","±2,370","±2,639","±2,639","±1,253","±1,107","±454","±370","±821","±826","±67","±80","±38","±12","±317","±681","±395","±1,201","±2,757","±2,789","±2,752","±1,418","±1,106","±381","±538","±760","±754","±30","±103","±52","±22","±133","±658","±532","±1,317"
"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","1,923,174","1,592,524","1,442,759","149,765","116,365","18,444","14,956","80,962","70,807","2,792","2,610","4,579","174","13,435","41,304","18,145","176,804","999,680","834,335","760,064","74,271","58,010","8,678","7,583","39,297","33,961","1,377","1,515","2,324","120","9,020","21,048","11,260","84,720","923,494","758,189","682,695","75,494","58,355","9,766","7,373","41,665","36,846","1,415","1,095","2,255","54","4,415","20,256","6,885","92,084"
"    Margin of Error","±4,950","±5,732","±5,408","±2,942","±2,894","±1,291","±1,201","±2,030","±1,883","±385","±351","±483","±73","±858","±1,967","±1,292","±3,477","±3,325","±3,736","±3,358","±2,039","±1,980","±813","±702","±1,503","±1,451","±282","±258","±316","±60","±738","±1,216","±948","±2,272","±3,783","±4,154","±4,024","±1,903","±1,855","±720","±674","±1,367","±1,219","±260","±198","±325","±35","±386","±1,272","±596","±2,293"
"Missoula, MT Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","64,937","53,186","47,776","5,410","3,648","1,250","512","1,251","1,222","0","29","0","0","2,322","2,949","538","4,691","32,842","26,167","23,745","2,422","1,751","344","327","609","580","0","29","0","0","1,620","1,474","471","2,501","32,095","27,019","24,031","2,988","1,897","906","185","642","642","0","0","0","0","702","1,475","67","2,190"
"    Margin of Error","±1,042","±1,327","±1,374","±676","±604","±367","±204","±250","±255","±26","±46","±26","±26","±509","±391","±172","±641","±769","±890","±860","±439","±376","±166","±134","±191","±188","±26","±46","±26","±26","±422","±295","±166","±433","±780","±932","±954","±426","±381","±290","±112","±199","±199","±26","±26","±26","±26","±253","±246","±47","±424"
"Mobile, AL Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","178,805","165,603","153,242","12,361","9,733","1,702","926","896","848","23","25","0","0","146","1,751","1,703","8,706","92,433","85,084","78,528","6,556","5,260","770","526","512","464","23","25","0","0","115","942","1,247","4,533","86,372","80,519","74,714","5,805","4,473","932","400","384","384","0","0","0","0","31","809","456","4,173"
"    Margin of Error","±2,056","±2,089","±2,144","±988","±820","±371","±274","±281","±272","±33","±47","±29","±29","±115","±313","±334","±1,028","±1,574","±1,514","±1,494","±675","±525","±246","±212","±225","±214","±33","±47","±29","±29","±106","±218","±291","±613","±1,582","±1,615","±1,713","±641","±565","±288","±141","±141","±141","±29","±29","±29","±29","±27","±197","±151","±639"
"Modesto, CA Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","223,721","203,423","180,266","23,157","16,511","4,272","2,374","1,692","1,482","117","46","30","17","868","2,810","2,358","12,570","124,869","113,929","100,262","13,667","9,286","2,932","1,449","1,070","947","60","46","0","17","628","1,662","1,289","6,291","98,852","89,494","80,004","9,490","7,225","1,340","925","622","535","57","0","30","0","240","1,148","1,069","6,279"
"    Margin of Error","±2,518","±2,703","±3,009","±1,494","±1,364","±671","±491","±355","±319","±107","±51","±47","±26","±390","±458","±533","±1,097","±1,640","±1,701","±2,083","±1,197","±1,018","±578","±340","±293","±280","±59","±51","±31","±26","±264","±356","±367","±741","±1,615","±1,741","±1,780","±820","±707","±341","±299","±182","±141","±87","±31","±47","±31","±170","±248","±304","±750"
"Monroe, LA Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","81,784","76,660","68,561","8,099","5,853","1,471","775","791","781","0","10","0","0","205","896","774","2,458","39,713","37,355","33,689","3,666","2,895","341","430","339","336","0","3","0","0","190","416","561","852","42,071","39,305","34,872","4,433","2,958","1,130","345","452","445","0","7","0","0","15","480","213","1,606"
"    Margin of Error","±1,775","±1,772","±1,840","±836","±689","±532","±241","±222","±224","±32","±13","±32","±32","±147","±230","±256","±547","±1,206","±1,218","±1,230","±506","±444","±136","±192","±149","±151","±32","±6","±32","±32","±144","±152","±200","±188","±1,096","±1,137","±1,099","±639","±479","±502","±135","±167","±166","±32","±12","±32","±32","±20","±160","±110","±492"
"Monroe, MI Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","69,029","63,897","59,254","4,643","3,728","447","468","157","157","0","0","0","0","83","819","520","3,553","37,036","34,522","31,951","2,571","2,090","244","237","111","111","0","0","0","0","66","454","303","1,580","31,993","29,375","27,303","2,072","1,638","203","231","46","46","0","0","0","0","17","365","217","1,973"
"    Margin of Error","±1,183","±1,206","±1,264","±494","±439","±143","±177","±83","±83","±26","±26","±26","±26","±42","±206","±187","±619","±837","±872","±921","±347","±292","±113","±125","±69","±69","±26","±26","±26","±26","±40","±140","±137","±358","±659","±703","±755","±300","±247","±90","±112","±38","±38","±26","±26","±26","±26","±19","±135","±84","±385"
"Montgomery, AL Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","162,293","150,668","137,170","13,498","10,860","1,558","1,080","552","545","4","0","0","3","143","2,337","1,179","7,414","80,407","74,887","68,356","6,531","5,460","642","429","322","315","4","0","0","3","134","1,242","691","3,131","81,886","75,781","68,814","6,967","5,400","916","651","230","230","0","0","0","0","9","1,095","488","4,283"
"    Margin of Error","±2,164","±2,398","±2,682","±1,194","±1,076","±346","±294","±188","±186","±6","±29","±29","±6","±124","±476","±286","±800","±1,404","±1,509","±1,533","±828","±787","±208","±153","±156","±154","±6","±29","±29","±6","±124","±394","±218","±504","±1,472","±1,646","±1,767","±668","±551","±237","±220","±102","±102","±29","±29","±29","±29","±14","±266","±146","±638"
"Morgantown, WV Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","65,077","55,241","48,969","6,272","5,417","500","355","1,312","1,205","94","7","6","0","133","3,457","474","4,460","34,923","29,580","26,417","3,163","2,758","204","201","761","723","38","0","0","0","123","2,150","247","2,062","30,154","25,661","22,552","3,109","2,659","296","154","551","482","56","7","6","0","10","1,307","227","2,398"
"    Margin of Error","±1,461","±1,558","±1,616","±657","±581","±174","±170","±307","±305","±67","±12","±15","±29","±67","±498","±186","±616","±1,031","±1,096","±1,117","±449","±406","±103","±100","±244","±240","±43","±29","±29","±29","±61","±390","±127","±355","±851","±838","±851","±401","±384","±119","±87","±171","±169","±47","±12","±15","±29","±15","±299","±128","±446"
"Morristown, TN Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","59,426","55,490","49,192","6,298","4,972","831","495","181","124","0","46","0","11","67","516","381","2,791","30,990","28,787","25,824","2,963","2,302","387","274","95","78","0","6","0","11","29","331","236","1,512","28,436","26,703","23,368","3,335","2,670","444","221","86","46","0","40","0","0","38","185","145","1,279"
"    Margin of Error","±1,302","±1,351","±1,419","±655","±602","±263","±221","±136","±113","±31","±70","±31","±16","±67","±187","±160","±469","±906","±982","±981","±372","±335","±150","±163","±90","±89","±31","±10","±31","±16","±32","±162","±108","±394","±996","±962","±942","±550","±516","±172","±108","±107","±80","±31","±70","±31","±31","±57","±94","±103","±258"
"Mount Vernon-Anacortes, WA Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","56,851","49,652","43,783","5,869","4,384","615","870","375","272","0","0","52","51","221","1,432","537","4,634","30,946","27,096","24,103","2,993","2,174","308","511","225","179","0","0","11","35","157","765","449","2,254","25,905","22,556","19,680","2,876","2,210","307","359","150","93","0","0","41","16","64","667","88","2,380"
"    Margin of Error","±967","±1,062","±1,073","±553","±499","±217","±229","±101","±108","±30","±30","±54","±21","±90","±267","±137","±549","±561","±668","±659","±337","±323","±116","±136","±84","±84","±30","±30","±12","±19","±83","±182","±130","±331","±731","±693","±740","±371","±313","±130","±146","±65","±61","±30","±30","±49","±7","±37","±164","±47","±348"
"Muncie, IN Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","51,533","45,104","40,593","4,511","3,457","574","480","713","713","0","0","0","0","288","2,509","565","2,354","25,886","22,587","20,321","2,266","1,689","384","193","499","499","0","0","0","0","172","1,204","273","1,151","25,647","22,517","20,272","2,245","1,768","190","287","214","214","0","0","0","0","116","1,305","292","1,203"
"    Margin of Error","±1,190","±1,326","±1,305","±629","±632","±214","±204","±243","±243","±29","±29","±29","±29","±122","±486","±201","±461","±762","±861","±803","±378","±351","±156","±95","±201","±201","±29","±29","±29","±29","±85","±283","±136","±274","±855","±880","±922","±412","±413","±96","±173","±109","±109","±29","±29","±29","±29","±81","±373","±127","±287"
"Muskegon, MI Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","75,190","71,107","63,357","7,750","5,980","1,036","734","232","228","0","4","0","0","207","765","401","2,478","38,913","36,707","32,863","3,844","3,068","437","339","115","111","0","4","0","0","157","479","257","1,198","36,277","34,400","30,494","3,906","2,912","599","395","117","117","0","0","0","0","50","286","144","1,280"
"    Margin of Error","±1,190","±1,266","±1,446","±675","±569","±270","±212","±115","±116","±26","±5","±26","±26","±96","±190","±143","±430","±935","±978","±1,089","±424","±374","±139","±131","±73","±74","±26","±5","±26","±26","±87","±181","±116","±294","±808","±882","±967","±458","±367","±212","±150","±77","±77","±26","±26","±26","±26","±32","±82","±71","±272"
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","201,340","181,160","164,575","16,585","11,678","3,094","1,813","926","533","28","10","26","329","322","2,542","2,908","13,482","103,595","92,735","84,063","8,672","5,657","1,759","1,256","228","127","16","10","0","75","233","1,592","1,861","6,946","97,745","88,425","80,512","7,913","6,021","1,335","557","698","406","12","0","26","254","89","950","1,047","6,536"
"    Margin of Error","±2,378","±2,511","±2,565","±1,159","±994","±672","±493","±357","±195","±34","±18","±41","±284","±137","±524","±555","±1,159","±1,508","±1,663","±1,721","±831","±632","±506","±411","±113","±76","±25","±18","±29","±73","±103","±462","±368","±734","±2,030","±2,028","±2,106","±719","±621","±391","±214","±328","±179","±21","±29","±41","±278","±98","±240","±346","±677"
"Napa, CA Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","69,147","59,051","51,787","7,264","4,647","1,573","1,044","940","501","25","5","4","405","706","2,424","1,005","5,021","36,818","31,468","27,823","3,645","2,347","784","514","458","187","6","0","4","261","558","1,312","549","2,473","32,329","27,583","23,964","3,619","2,300","789","530","482","314","19","5","0","144","148","1,112","456","2,548"
"    Margin of Error","±1,053","±1,099","±1,046","±641","±463","±340","±345","±183","±146","±24","±7","±7","±104","±173","±398","±314","±464","±704","±647","±758","±447","±291","±242","±211","±145","±95","±14","±31","±7","±93","±159","±240","±221","±324","±778","±836","±751","±395","±294","±193","±235","±140","±130","±19","±7","±31","±60","±70","±281","±176","±319"
"Naples-Marco Island, FL Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","155,758","134,077","115,335","18,742","12,853","3,107","2,782","1,668","1,609","51","8","0","0","1,210","1,663","2,576","14,564","85,398","73,053","61,843","11,210","6,726","2,066","2,418","1,093","1,087","6","0","0","0","987","890","1,267","8,108","70,360","61,024","53,492","7,532","6,127","1,041","364","575","522","45","8","0","0","223","773","1,309","6,456"
