"Label (Grouping)","Total:","Total:!!Car, truck, or van:","Total:!!Car, truck, or van:!!Drove alone","Total:!!Car, truck, or van:!!Carpooled:","Total:!!Car, truck, or van:!!Carpooled:!!In 2-person carpool","Total:!!Car, truck, or van:!!Carpooled:!!In 3-person carpool","Total:!!Car, truck, or van:!!Carpooled:!!In 4-or-more-person carpool","Total:!!Public transportation (excluding taxicab):","Total:!!Public transportation (excluding taxicab):!!Bus","Total:!!Public transportation (excluding taxicab):!!Subway or elevated rail","Total:!!Public transportation (excluding taxicab):!!Long-distance train or commuter rail","Total:!!Public transportation (excluding taxicab):!!Light rail, streetcar or trolley (carro público in Puerto Rico)","Total:!!Public transportation (excluding taxicab):!!Ferryboat","Total:!!Bicycle","Total:!!Walked","Total:!!Taxicab, motorcycle, or other means","Total:!!Worked from home","Total:!!Male:","Total:!!Male:!!Car, truck, or van:","Total:!!Male:!!Car, truck, or van:!!Drove alone","Total:!!Male:!!Car, truck, or van:!!Carpooled:","Total:!!Male:!!Car, truck, or van:!!Carpooled:!!In 2-person carpool","Total:!!Male:!!Car, truck, or van:!!Carpooled:!!In 3-person carpool","Total:!!Male:!!Car, truck, or van:!!Carpooled:!!In 4-or-more-person carpool","Total:!!Male:!!Public transportation (excluding taxicab):","Total:!!Male:!!Public transportation (excluding taxicab):!!Bus","Total:!!Male:!!Public transportation (excluding taxicab):!!Subway or elevated rail","Total:!!Male:!!Public transportation (excluding taxicab):!!Long-distance train or commuter rail","Total:!!Male:!!Public transportation (excluding taxicab):!!Light rail, streetcar or trolley (carro público in Puerto Rico)","Total:!!Male:!!Public transportation (excluding taxicab):!!Ferryboat","Total:!!Male:!!Bicycle","Total:!!Male:!!Walked","Total:!!Male:!!Taxicab, motorcycle, or other means","Total:!!Male:!!Worked from home","Total:!!Female:","Total:!!Female:!!Car, truck, or van:","Total:!!Female:!!Car, truck, or van:!!Drove alone","Total:!!Female:!!Car, truck, or van:!!Carpooled:","Total:!!Female:!!Car, truck, or van:!!Carpooled:!!In 2-person carpool","Total:!!Female:!!Car, truck, or van:!!Carpooled:!!In 3-person carpool","Total:!!Female:!!Car, truck, or van:!!Carpooled:!!In 4-or-more-person carpool","Total:!!Female:!!Public transportation (excluding taxicab):","Total:!!Female:!!Public transportation (excluding taxicab):!!Bus","Total:!!Female:!!Public transportation (excluding taxicab):!!Subway or elevated rail","Total:!!Female:!!Public transportation (excluding taxicab):!!Long-distance train or commuter rail","Total:!!Female:!!Public transportation (excluding taxicab):!!Light rail, streetcar or trolley (carro público in Puerto Rico)","Total:!!Female:!!Public transportation (excluding taxicab):!!Ferryboat","Total:!!Female:!!Bicycle","Total:!!Female:!!Walked","Total:!!Female:!!Taxicab, motorcycle, or other means","Total:!!Female:!!Worked from home"
"    Estimate","2,579,522","1,840,379","1,661,855","178,524","137,352","24,091","17,081","316,460","95,362","159,316","53,216","5,491","3,075","25,590","135,902","34,701","226,490","1,319,828","951,802","863,853","87,949","66,591","12,229","9,129","154,180","41,041","78,692","29,718","2,839","1,890","17,839","65,309","17,754","112,944","1,259,694","888,577","798,002","90,575","70,761","11,862","7,952","162,280","54,321","80,624","23,498","2,652","1,185","7,751","70,593","16,947","113,546"
"    Margin of Error","±6,477","±7,419","±7,455","±3,797","±3,202","±1,691","±1,232","±4,539","±2,634","±3,024","±1,799","±547","±438","±1,092","±2,967","±1,710","±4,189","±4,621","±4,849","±5,207","±2,416","±2,069","±1,206","±855","±3,170","±1,505","±2,190","±1,364","±418","±263","±841","±2,088","±1,080","±2,639","±4,829","±4,992","±4,569","±2,517","±2,237","±999","±762","±3,102","±1,969","±2,011","±1,127","±306","±287","±613","±2,245","±1,270","±2,630"
"Boulder, CO Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","172,227","119,966","107,901","12,065","9,211","1,626","1,228","8,193","7,924","26","0","141","102","6,848","7,925","1,555","27,740","91,278","62,874","56,685","6,189","4,884","666","639","4,912","4,775","26","0","19","92","4,890","4,009","1,056","13,537","80,949","57,092","51,216","5,876","4,327","960","589","3,281","3,149","0","0","122","10","1,958","3,916","499","14,203"
"    Margin of Error","±1,714","±2,014","±2,011","±1,069","±899","±336","±344","±791","±790","±29","±29","±145","±87","±612","±730","±351","±1,385","±1,113","±1,128","±1,121","±699","±581","±216","±295","±660","±663","±29","±29","±27","±82","±545","±551","±286","±862","±1,217","±1,403","±1,421","±629","±555","±228","±190","±424","±380","±29","±29","±142","±17","±307","±506","±205","±923"
"Bowling Green, KY Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","81,571","74,607","65,394","9,213","6,959","1,313","941","158","158","0","0","0","0","89","2,402","1,330","2,985","43,526","40,004","35,063","4,941","3,899","483","559","44","44","0","0","0","0","78","1,020","927","1,453","38,045","34,603","30,331","4,272","3,060","830","382","114","114","0","0","0","0","11","1,382","403","1,532"
"    Margin of Error","±1,456","±1,599","±1,553","±1,008","±899","±358","±328","±104","±104","±29","±29","±29","±29","±55","±492","±421","±472","±963","±1,047","±1,071","±770","±715","±221","±236","±32","±32","±29","±29","±29","±29","±52","±316","±380","±270","±1,206","±1,234","±1,188","±480","±381","±249","±216","±92","±92","±29","±29","±29","±29","±17","±363","±148","±329"
"Bremerton-Silverdale-Port Orchard, WA Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","128,516","97,434","87,516","9,918","7,566","1,529","823","10,681","3,588","57","43","8","6,985","628","7,028","2,369","10,376","73,760","54,015","48,986","5,029","3,781","674","574","6,824","2,724","31","21","8","4,040","531","5,242","1,974","5,174","54,756","43,419","38,530","4,889","3,785","855","249","3,857","864","26","22","0","2,945","97","1,786","395","5,202"
"    Margin of Error","±1,493","±1,857","±1,885","±824","±701","±464","±217","±794","±480","±38","±39","±13","±609","±193","±1,570","±345","±772","±1,096","±1,233","±1,263","±549","±405","±209","±199","±629","±430","±29","±31","±13","±427","±172","±828","±331","±535","±1,001","±1,090","±1,166","±598","±514","±398","±95","±434","±220","±29","±25","±30","±376","±61","±815","±117","±561"
"Bridgeport-Stamford-Norwalk, CT Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","468,102","363,747","325,114","38,633","29,312","5,690","3,631","43,414","9,311","1,798","31,898","272","135","626","11,729","5,508","43,078","246,961","189,676","168,404","21,272","15,436","3,660","2,176","25,657","4,276","1,002","20,115","171","93","481","6,175","2,896","22,076","221,141","174,071","156,710","17,361","13,876","2,030","1,455","17,757","5,035","796","11,783","101","42","145","5,554","2,612","21,002"
"    Margin of Error","±3,279","±3,101","±3,247","±1,708","±1,509","±597","±595","±1,412","±778","±413","±1,093","±108","±163","±272","±1,136","±750","±1,783","±2,207","±2,391","±2,302","±1,242","±1,172","±468","±458","±982","±544","±223","±841","±86","±149","±258","±882","±505","±1,160","±2,102","±1,960","±2,170","±1,127","±1,009","±330","±307","±1,045","±511","±282","±767","±91","±67","±68","±660","±514","±1,156"
"Brownsville-Harlingen, TX Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","162,126","147,575","133,812","13,763","9,799","2,647","1,317","957","957","0","0","0","0","329","2,640","2,138","8,487","86,061","79,133","71,889","7,244","5,051","1,403","790","577","577","0","0","0","0","190","1,359","1,203","3,599","76,065","68,442","61,923","6,519","4,748","1,244","527","380","380","0","0","0","0","139","1,281","935","4,888"
"    Margin of Error","±2,080","±2,055","±2,368","±1,304","±1,151","±561","±314","±336","±336","±33","±33","±33","±33","±132","±592","±498","±882","±1,410","±1,454","±1,634","±808","±701","±367","±263","±300","±300","±33","±33","±33","±33","±92","±360","±327","±512","±1,644","±1,581","±1,625","±690","±618","±277","±151","±127","±127","±33","±33","±33","±33","±91","±332","±371","±674"
"Brunswick, GA Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","50,965","46,664","41,596","5,068","3,778","767","523","230","197","33","0","0","0","206","529","817","2,519","25,904","23,812","21,571","2,241","1,673","292","276","78","45","33","0","0","0","132","252","604","1,026","25,061","22,852","20,025","2,827","2,105","475","247","152","152","0","0","0","0","74","277","213","1,493"
"    Margin of Error","±1,173","±1,287","±1,167","±707","±623","±222","±194","±151","±130","±59","±33","±33","±33","±162","±231","±282","±597","±854","±834","±796","±438","±366","±137","±155","±88","±54","±59","±33","±33","±33","±133","±140","±247","±353","±913","±965","±976","±565","±494","±164","±133","±102","±102","±33","±33","±33","±33","±83","±170","±111","±384"
"Buffalo-Cheektowaga, NY Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","536,246","471,580","432,336","39,244","31,786","4,442","3,016","15,427","14,230","852","125","166","54","1,943","13,593","5,188","28,515","273,574","242,225","224,356","17,869","14,389","2,107","1,373","6,918","6,261","483","19","115","40","1,445","7,184","2,454","13,348","262,672","229,355","207,980","21,375","17,397","2,335","1,643","8,509","7,969","369","106","51","14","498","6,409","2,734","15,167"
"    Margin of Error","±3,072","±3,593","±3,838","±1,988","±1,864","±712","±407","±1,057","±938","±186","±86","±100","±40","±322","±951","±516","±1,769","±2,235","±2,560","±2,769","±1,299","±1,204","±448","±230","±662","±603","±150","±19","±89","±33","±295","±690","±334","±1,052","±2,095","±2,297","±2,300","±1,276","±1,175","±432","±327","±799","±732","±126","±81","±48","±20","±159","±675","±406","±1,166"
"Burlington, NC Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","76,584","71,786","66,012","5,774","4,317","740","717","130","130","0","0","0","0","67","760","435","3,406","39,211","36,958","34,068","2,890","2,136","272","482","50","50","0","0","0","0","67","417","291","1,428","37,373","34,828","31,944","2,884","2,181","468","235","80","80","0","0","0","0","0","343","144","1,978"
"    Margin of Error","±1,408","±1,504","±1,538","±739","±536","±278","±288","±84","±84","±31","±31","±31","±31","±62","±308","±196","±550","±912","±983","±970","±433","±344","±119","±241","±43","±43","±31","±31","±31","±31","±62","±181","±156","±302","±971","±994","±1,049","±461","±318","±237","±153","±76","±76","±31","±31","±31","±31","±31","±236","±102","±412"
"Burlington-South Burlington, VT Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","118,548","95,886","86,064","9,822","7,810","1,406","606","2,548","2,477","60","11","0","0","1,990","7,013","991","10,120","60,667","49,404","44,704","4,700","3,750","594","356","1,073","1,044","18","11","0","0","1,401","3,260","634","4,895","57,881","46,482","41,360","5,122","4,060","812","250","1,475","1,433","42","0","0","0","589","3,753","357","5,225"
"    Margin of Error","±1,509","±1,529","±1,611","±788","±656","±314","±193","±432","±432","±58","±17","±23","±23","±471","±785","±301","±841","±989","±1,099","±1,103","±540","±441","±189","±137","±266","±269","±19","±17","±23","±23","±338","±478","±156","±495","±915","±929","±1,008","±503","±408","±234","±91","±309","±308","±49","±23","±23","±23","±263","±489","±234","±598"
"California-Lexington Park, MD Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","56,674","50,034","45,311","4,723","3,340","803","580","863","734","74","55","0","0","218","1,112","351","4,096","31,753","28,684","26,010","2,674","1,941","517","216","396","298","43","55","0","0","89","576","197","1,811","24,921","21,350","19,301","2,049","1,399","286","364","467","436","31","0","0","0","129","536","154","2,285"
"    Margin of Error","±1,114","±1,133","±1,247","±596","±512","±286","±313","±259","±248","±59","±72","±30","±30","±134","±329","±157","±612","±662","±733","±863","±405","±340","±253","±142","±166","±147","±38","±72","±30","±30","±61","±231","±119","±432","±852","±819","±845","±364","±323","±129","±257","±167","±164","±37","±30","±30","±30","±118","±211","±80","±396"
"Canton-Massillon, OH Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","185,588","167,448","155,006","12,442","9,646","1,508","1,288","1,894","1,853","0","19","5","17","258","2,974","1,786","11,228","97,092","87,976","81,563","6,413","4,953","888","572","918","894","0","19","5","0","195","1,632","949","5,422","88,496","79,472","73,443","6,029","4,693","620","716","976","959","0","0","0","17","63","1,342","837","5,806"
"    Margin of Error","±1,809","±2,020","±2,157","±847","±734","±313","±317","±365","±358","±29","±32","±9","±27","±122","±448","±381","±1,040","±1,173","±1,314","±1,357","±522","±475","±234","±131","±254","±252","±29","±32","±9","±29","±110","±289","±268","±765","±1,287","±1,371","±1,465","±642","±545","±170","±244","±242","±240","±29","±29","±29","±27","±42","±265","±257","±599"
"Cape Coral-Fort Myers, FL Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","316,659","277,605","246,433","31,172","22,494","4,072","4,606","2,082","1,913","17","6","59","87","2,406","3,640","7,159","23,767","166,220","144,622","127,656","16,966","11,508","2,596","2,862","1,267","1,174","17","6","51","19","1,911","1,773","4,633","12,014","150,439","132,983","118,777","14,206","10,986","1,476","1,744","815","739","0","0","8","68","495","1,867","2,526","11,753"
"    Margin of Error","±3,164","±3,057","±3,128","±2,061","±1,630","±776","±1,140","±462","±463","±26","±9","±77","±88","±773","±682","±918","±2,034","±2,138","±2,231","±2,470","±1,385","±944","±686","±1,085","±337","±331","±26","±9","±76","±25","±719","±336","±823","±1,267","±2,027","±2,088","±2,127","±1,245","±1,094","±340","±340","±273","±278","±34","±34","±12","±87","±190","±545","±485","±1,259"
"Cape Girardeau, MO-IL Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","44,504","40,862","35,674","5,188","4,104","692","392","164","164","0","0","0","0","33","757","555","2,133","22,141","20,018","17,403","2,615","2,131","311","173","40","40","0","0","0","0","24","448","412","1,199","22,363","20,844","18,271","2,573","1,973","381","219","124","124","0","0","0","0","9","309","143","934"
"    Margin of Error","±973","±1,037","±1,096","±609","±549","±164","±143","±103","±103","±29","±29","±29","±29","±31","±250","±181","±380","±666","±698","±691","±361","±370","±106","±98","±32","±32","±29","±29","±29","±29","±27","±178","±166","±288","±654","±696","±756","±357","±314","±152","±93","±98","±98","±29","±29","±29","±29","±15","±127","±69","±252"
"Carbondale-Marion, IL Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","56,388","50,192","45,713","4,479","3,487","717","275","536","500","0","36","0","0","301","1,712","610","3,037","29,063","25,881","23,327","2,554","1,995","435","124","321","285","0","36","0","0","257","990","426","1,188","27,325","24,311","22,386","1,925","1,492","282","151","215","215","0","0","0","0","44","722","184","1,849"
"    Margin of Error","±1,138","±1,162","±1,104","±588","±520","±172","±95","±198","±186","±28","±55","±28","±28","±118","±369","±196","±455","±661","±618","±596","±378","±341","±154","±67","±171","±158","±28","±55","±28","±28","±108","±270","±169","±255","±812","±810","±786","±332","±310","±92","±60","±125","±125","±28","±28","±28","±28","±47","±236","±89","±348"
"Carson City, NV Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","25,337","23,030","20,110","2,920","2,257","350","313","180","180","0","0","0","0","74","422","254","1,377","13,839","12,492","10,848","1,644","1,251","224","169","123","123","0","0","0","0","49","244","166","765","11,498","10,538","9,262","1,276","1,006","126","144","57","57","0","0","0","0","25","178","88","612"
"    Margin of Error","±717","±691","±748","±397","±358","±123","±185","±97","±97","±31","±31","±31","±31","±53","±163","±93","±367","±514","±548","±618","±336","±272","±99","±125","±87","±87","±31","±31","±31","±31","±48","±118","±77","±189","±490","±380","±401","±285","±255","±78","±103","±40","±40","±31","±31","±31","±31","±28","±75","±60","±262"
"Casper, WY Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","40,937","37,393","33,960","3,433","2,298","744","391","158","158","0","0","0","0","65","624","308","2,389","21,829","20,093","18,294","1,799","1,274","354","171","104","104","0","0","0","0","57","304","154","1,117","19,108","17,300","15,666","1,634","1,024","390","220","54","54","0","0","0","0","8","320","154","1,272"
"    Margin of Error","±809","±911","±927","±540","±452","±273","±201","±104","±104","±29","±29","±29","±29","±53","±157","±128","±565","±596","±717","±668","±350","±308","±175","±115","±101","±101","±29","±29","±29","±29","±47","±109","±88","±457","±574","±559","±564","±294","±224","±137","±123","±40","±40","±29","±29","±29","±29","±10","±125","±91","±320"
"Cedar Rapids, IA Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","140,741","126,312","115,863","10,449","7,914","1,573","962","471","448","0","0","11","12","495","2,751","1,037","9,675","73,518","65,924","60,677","5,247","4,178","731","338","310","298","0","0","0","12","388","1,391","615","4,890","67,223","60,388","55,186","5,202","3,736","842","624","161","150","0","0","11","0","107","1,360","422","4,785"
"    Margin of Error","±1,549","±1,738","±1,584","±919","±788","±420","±219","±152","±156","±23","±23","±18","±14","±168","±339","±292","±850","±1,028","±1,255","±1,215","±613","±490","±297","±118","±117","±119","±23","±23","±23","±14","±147","±266","±200","±699","±1,098","±1,122","±1,130","±498","±450","±236","±180","±81","±78","±23","±23","±18","±23","±82","±232","±173","±611"
"Chambersburg-Waynesboro, PA Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","72,958","65,759","58,824","6,935","5,223","631","1,081","191","191","0","0","0","0","83","1,972","819","4,134","38,840","34,937","31,329","3,608","2,626","296","686","80","80","0","0","0","0","64","1,284","483","1,992","34,118","30,822","27,495","3,327","2,597","335","395","111","111","0","0","0","0","19","688","336","2,142"
"    Margin of Error","±1,243","±1,382","±1,480","±718","±559","±221","±296","±107","±107","±26","±26","±26","±26","±54","±441","±234","±676","±715","±872","±957","±462","±385","±136","±221","±70","±70","±26","±26","±26","±26","±46","±372","±160","±439","±915","±948","±987","±431","±358","±133","±163","±78","±78","±26","±26","±26","±26","±25","±178","±148","±394"
"Champaign-Urbana, IL Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","109,058","86,120","77,611","8,509","6,519","1,204","786","5,438","5,381","42","3","12","0","2,229","7,766","1,051","6,454","56,685","44,526","40,112","4,414","3,524","590","300","3,148","3,114","22","0","12","0","1,352","4,097","559","3,003","52,373","41,594","37,499","4,095","2,995","614","486","2,290","2,267","20","3","0","0","877","3,669","492","3,451"
"    Margin of Error","±1,855","±1,859","±1,912","±773","±732","±260","±222","±650","±648","±41","±7","±19","±28","±399","±681","±304","±702","±1,315","±1,282","±1,265","±496","±494","±175","±118","±513","±510","±34","±28","±19","±28","±315","±525","±180","±380","±1,081","±1,130","±1,108","±481","±422","±156","±186","±378","±374","±25","±7","±28","±28","±242","±456","±218","±532"
"Charleston, WV Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","103,504","93,069","85,073","7,996","6,389","1,072","535","1,842","1,817","0","0","0","25","89","3,057","735","4,712","52,849","47,998","44,684","3,314","2,660","433","221","571","546","0","0","0","25","52","1,671","462","2,095","50,655","45,071","40,389","4,682","3,729","639","314","1,271","1,271","0","0","0","0","37","1,386","273","2,617"
"    Margin of Error","±1,991","±2,044","±1,906","±714","±679","±308","±174","±418","±417","±29","±29","±29","±36","±59","±481","±247","±614","±1,399","±1,367","±1,255","±414","±385","±177","±88","±189","±184","±29","±29","±29","±36","±44","±331","±180","±380","±1,138","±1,210","±1,220","±483","±453","±219","±129","±399","±399","±29","±29","±29","±29","±36","±341","±164","±388"
"Charleston-North Charleston, SC Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","389,404","344,738","315,078","29,660","22,849","4,742","2,069","3,053","2,677","42","181","47","106","2,195","7,800","4,552","27,066","203,935","180,466","163,770","16,696","12,572","2,680","1,444","1,380","1,085","37","181","9","68","1,081","4,827","3,145","13,036","185,469","164,272","151,308","12,964","10,277","2,062","625","1,673","1,592","5","0","38","38","1,114","2,973","1,407","14,030"
"    Margin of Error","±3,119","±3,307","±3,372","±1,837","±1,529","±701","±544","±539","±465","±36","±232","±43","±132","±423","±695","±665","±1,708","±2,294","±2,710","±2,564","±1,424","±1,190","±577","±521","±336","±252","±35","±232","±15","±72","±215","±582","±541","±1,238","±2,305","±2,316","±2,373","±845","±782","±403","±151","±405","±404","±8","±31","±41","±63","±299","±474","±310","±1,185"
"Charlotte-Concord-Gastonia, NC-SC Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","1,275,938","1,104,919","990,578","114,341","87,128","15,870","11,343","18,286","13,013","2,140","679","2,369","85","1,057","17,526","14,229","119,921","669,172","579,126","516,978","62,148","46,790","8,413","6,945","9,666","6,584","1,415","414","1,237","16","869","9,441","8,925","61,145","606,766","525,793","473,600","52,193","40,338","7,457","4,398","8,620","6,429","725","265","1,132","69","188","8,085","5,304","58,776"
"    Margin of Error","±5,488","±5,655","±5,833","±3,735","±3,402","±1,277","±1,041","±1,136","±1,014","±379","±234","±417","±64","±242","±1,025","±1,244","±3,452","±3,646","±3,834","±3,438","±2,106","±1,911","±799","±708","±850","±811","±321","±150","±264","±25","±209","±795","±1,152","±2,297","±4,001","±4,230","±4,719","±2,458","±2,225","±790","±780","±655","±569","±214","±165","±290","±58","±114","±786","±614","±2,333"
"Charlottesville, VA Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","106,159","84,635","74,433","10,202","8,628","1,122","452","2,868","2,727","60","32","0","49","1,047","4,804","1,444","11,361","53,841","42,424","37,174","5,250","4,457","600","193","1,455","1,375","22","32","0","26","746","2,678","917","5,621","52,318","42,211","37,259","4,952","4,171","522","259","1,413","1,352","38","0","0","23","301","2,126","527","5,740"
"    Margin of Error","±1,612","±1,712","±1,866","±1,220","±1,077","±396","±228","±520","±528","±51","±29","±30","±56","±224","±463","±342","±887","±1,079","±1,018","±1,119","±683","±627","±226","±103","±338","±337","±25","±29","±30","±38","±194","±329","±246","±529","±1,052","±1,096","±1,086","±671","±570","±225","±143","±302","±294","±45","±30","±30","±40","±121","±325","±171","±631"
"Chattanooga, TN-GA Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","259,575","234,561","210,357","24,204","19,605","2,930","1,669","1,776","1,716","6","13","37","4","332","4,219","2,140","16,547","136,700","124,358","111,699","12,659","10,366","1,373","920","750","726","0","0","20","4","267","2,308","1,458","7,559","122,875","110,203","98,658","11,545","9,239","1,557","749","1,026","990","6","13","17","0","65","1,911","682","8,988"
"    Margin of Error","±2,519","±2,843","±3,004","±1,268","±1,206","±527","±439","±353","±351","±7","±22","±29","±6","±96","±560","±521","±1,488","±1,511","±1,640","±1,922","±962","±851","±317","±320","±241","±244","±29","±29","±19","±6","±84","±400","±415","±857","±1,799","±2,020","±2,002","±786","±771","±346","±244","±282","±282","±7","±22","±24","±29","±43","±336","±246","±1,061"
"Cheyenne, WY Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","49,267","45,232","40,013","5,219","4,183","676","360","88","43","0","0","45","0","131","783","440","2,593","27,063","24,624","21,865","2,759","2,378","184","197","86","41","0","0","45","0","84","589","364","1,316","22,204","20,608","18,148","2,460","1,805","492","163","2","2","0","0","0","0","47","194","76","1,277"
"    Margin of Error","±954","±1,036","±1,050","±706","±678","±237","±196","±68","±45","±29","±29","±52","±29","±69","±212","±173","±545","±641","±739","±739","±495","±447","±118","±160","±69","±44","±29","±29","±52","±29","±49","±196","±164","±368","±653","±686","±687","±393","±367","±192","±97","±7","±7","±29","±29","±29","±29","±34","±90","±55","±318"
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","4,654,790","3,540,282","3,181,409","358,873","270,484","53,612","34,777","525,889","191,064","191,224","138,986","4,168","447","29,378","132,698","62,197","364,346","2,453,220","1,880,947","1,696,307","184,640","139,434","27,159","18,047","264,381","85,665","97,106","79,029","2,324","257","21,356","68,640","33,534","184,362","2,201,570","1,659,335","1,485,102","174,233","131,050","26,453","16,730","261,508","105,399","94,118","59,957","1,844","190","8,022","64,058","28,663","179,984"
"    Margin of Error","±10,685","±12,103","±11,138","±7,179","±5,673","±2,570","±2,166","±6,618","±4,127","±3,691","±2,687","±592","±198","±1,323","±3,256","±2,136","±5,843","±7,291","±8,233","±8,046","±4,471","±3,510","±1,757","±1,398","±4,007","±2,535","±2,364","±2,073","±464","±168","±1,211","±2,334","±1,581","±3,734","±7,397","±7,220","±7,193","±3,852","±3,215","±1,389","±1,084","±4,475","±2,748","±2,566","±1,567","±314","±109","±611","±1,928","±1,368","±4,129"
"Chico, CA Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","92,703","78,794","69,303","9,491","6,886","1,492","1,113","1,010","915","67","18","10","0","1,992","2,708","1,204","6,995","47,863","40,663","36,032","4,631","3,496","552","583","526","470","46","0","10","0","1,451","1,258","893","3,072","44,840","38,131","33,271","4,860","3,390","940","530","484","445","21","18","0","0","541","1,450","311","3,923"
"    Margin of Error","±1,570","±1,665","±1,629","±835","±671","±308","±371","±267","±252","±81","±25","±12","±31","±367","±475","±330","±798","±1,192","±1,208","±1,263","±597","±494","±171","±279","±205","±185","±73","±31","±12","±31","±326","±278","±288","±497","±999","±1,028","±990","±577","±464","±240","±182","±164","±165","±34","±25","±31","±31","±169","±351","±135","±628"
"Cincinnati, OH-KY-IN Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","1,082,079","958,316","872,461","85,855","67,875","11,783","6,197","17,363","17,057","163","17","66","60","1,647","20,514","8,977","75,262","561,802","500,105","456,870","43,235","34,377","5,788","3,070","8,296","8,119","112","17","9","39","1,160","10,495","4,787","36,959","520,277","458,211","415,591","42,620","33,498","5,995","3,127","9,067","8,938","51","0","57","21","487","10,019","4,190","38,303"
"    Margin of Error","±5,406","±5,767","±5,377","±2,336","±2,112","±1,058","±635","±1,141","±1,141","±92","±27","±36","±48","±280","±1,156","±864","±2,530","±3,291","±3,834","±3,506","±1,559","±1,380","±770","±435","±749","±750","±82","±27","±11","±36","±227","±813","±615","±1,868","±3,889","±4,062","±3,914","±1,558","±1,305","±652","±391","±743","±742","±37","±29","±35","±33","±180","±798","±683","±1,649"
"Clarksville, TN-KY Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","138,767","127,603","116,028","11,575","8,690","1,711","1,174","854","821","33","0","0","0","116","3,854","1,685","4,655","78,698","72,129","66,002","6,127","4,600","1,013","514","472","439","33","0","0","0","87","3,295","1,031","1,684","60,069","55,474","50,026","5,448","4,090","698","660","382","382","0","0","0","0","29","559","654","2,971"
